"","x","y","group","foldchange"
"Loc142",0.923095042584464,0.521724016172811,"A",1
"Loc143",0.147216692566872,0.797825431218371,"B",3
"Loc144",0.822390374960378,0.584105765679851,"A",1
"Loc145",0.413518392248079,0.432789950631559,"A",1
"Loc146",0.61252060951665,0.184224182972685,"A",1
"Loc147",0.0681205017026514,0.342946933349594,"A",1
"Loc148",0.904132198076695,0.0844644464086741,"A",1
"Loc149",0.879543198738247,0.616232814267278,"A",1
"Loc150",0.197116872528568,0.235762392869219,"A",1
"Loc151",0.0694597107358277,0.408317743102089,"A",1
"Loc152",0.157339573372155,0.71601136517711,"B",3
"Loc153",0.333456780062988,0.327048375736922,"A",1
"Loc154",0.180061773629859,0.012941041495651,"A",1
"Loc155",0.146482686745003,0.508899981854483,"A",1
"Loc156",0.290575438411906,0.322516994550824,"A",1
"Loc157",0.936068888055161,0.517734042135999,"A",1
"Loc158",0.102460469352081,0.610396072734147,"A",1
"Loc159",0.723351882304996,0.684642654377967,"A",1
"Loc160",0.516401493921876,0.888747015967965,"A",1
"Loc161",0.411899478174746,0.73748788353987,"A",1
"Loc162",0.413265279959887,0.689914270769805,"A",1
"Loc163",0.762044408358634,0.0227100818883628,"A",1
"Loc164",0.259176547406241,0.229486350901425,"A",1
"Loc165",0.763189780293033,0.244891027454287,"C",5
"Loc166",0.982404813636094,0.541362925432622,"A",1
"Loc167",0.670119031332433,0.448027994018048,"A",1
"Loc168",0.589927892433479,0.781770058674738,"A",1
"Loc169",0.563098840182647,0.365328470710665,"A",1
"Loc170",0.761796804377809,0.363040445372462,"C",5
"Loc171",0.745297400513664,0.479099880205467,"A",1
"Loc172",0.707827262114733,0.118028502445668,"C",5
"Loc173",0.986808244138956,0.538288923446089,"A",1
"Loc174",0.451630907133222,0.291478880681098,"A",1
"Loc175",0.118217407958582,0.605037133907899,"A",1
"Loc176",0.238635318819433,0.36301317345351,"A",1
"Loc177",0.470522761810571,0.710482036694884,"A",1
"Loc178",0.352323070866987,0.486796506214887,"A",1
"Loc179",0.338575244881213,0.891667697345838,"B",3
"Loc180",0.127301266184077,0.349029622972012,"A",1
"Loc181",0.424073856091127,0.612229021498933,"A",1
"Loc182",0.473310839850456,0.315482071600854,"A",1
"Loc183",0.527722007362172,0.323191441129893,"A",1
"Loc184",0.626953609287739,0.3751303285826,"C",5
"Loc185",0.876026091631502,0.733514780178666,"A",1
"Loc186",0.679157036589459,0.185734784696251,"C",5
"Loc187",0.724064010661095,0.234534371877089,"C",5
"Loc188",0.181847722735256,0.846513819880784,"B",3
"Loc189",0.077855518553406,0.947321398183703,"A",1
"Loc190",0.0721974035259336,0.64018720923923,"A",1
"Loc191",0.0540625944267958,0.268725078785792,"A",1
"Loc192",0.517273405333981,0.895056379027665,"A",1
"Loc193",0.814051568740979,0.64971126196906,"A",1
"Loc194",0.449048402486369,0.759947507176548,"A",1
"Loc195",0.558894887799397,0.982764619868249,"A",1
"Loc196",0.279880106681958,0.0257546266075224,"A",1
"Loc197",0.890094037400559,0.151841507293284,"A",1
"Loc198",0.715849278261885,0.453398595796898,"A",1
"Loc199",0.223088392289355,0.187596533214673,"A",1
"Loc200",0.53589499858208,0.570851089432836,"A",1
"Loc201",0.66252909693867,0.898161645280197,"A",1
"Loc202",0.848070533480495,0.188545940676704,"A",1
"Loc203",0.149183102883399,0.0542375049553812,"A",1
"Loc204",0.670099398586899,0.209667591610923,"C",5
"Loc205",0.761635679518804,0.86912688985467,"A",1
"Loc206",0.998634453164414,0.540226126089692,"A",1
"Loc207",0.263297273311764,0.984553124755621,"A",1
"Loc208",0.885186031693593,0.928419838426635,"A",1
"Loc209",0.713342019123957,0.665764207718894,"A",1
"Loc210",0.67062202678062,0.457998605212197,"A",1
"Loc211",0.745689576724544,0.885159054072574,"A",1
"Loc212",0.413482744712383,0.0366037248168141,"A",1
"Loc213",0.0486536016687751,0.848891340196133,"A",1
"Loc214",0.764684811932966,0.706611683825031,"A",1
"Loc215",0.848064591642469,0.743403586791828,"A",1
"Loc216",0.532162737566978,0.623274679295719,"A",1
"Loc217",0.870330249890685,0.977894335985184,"A",1
"Loc218",0.123705169651657,0.693796328967437,"B",3
"Loc219",0.100245385430753,0.863160582026467,"B",3
"Loc220",0.68697782792151,0.193288499722257,"C",5
"Loc221",0.870523285819218,0.766206064959988,"A",1
"Loc222",0.770652192644775,0.996617360971868,"A",1
"Loc223",0.321275684749708,0.0808080134447664,"A",1
"Loc224",0.229404358426109,0.187778728781268,"A",1
"Loc225",0.376092255814001,0.0989086395129561,"A",1
"Loc226",0.803793198894709,0.698711418081075,"A",1
"Loc227",0.822333148214966,0.166418461827561,"C",5
"Loc228",0.388310988433659,0.109024158678949,"A",1
"Loc229",0.53074579173699,0.041221325751394,"A",1
"Loc230",0.455840947106481,0.789316618815064,"A",1
"Loc231",0.850812305929139,0.797210099408403,"A",1
"Loc232",0.217520719161257,0.879440999822691,"B",3
"Loc233",0.770921862218529,0.223940304014832,"C",5
"Loc234",0.275639364030212,0.790037822211161,"B",3
"Loc235",0.895359478890896,0.984422095119953,"A",1
"Loc236",0.523639119928703,0.0423930124379694,"A",1
"Loc237",0.829177238745615,0.336053199833259,"C",5
"Loc238",0.73543981811963,0.442041019443423,"A",1
"Loc239",0.315128335496411,0.497746013337746,"A",1
"Loc240",0.548315674997866,0.0356486518867314,"A",1
"Loc241",0.580386281246319,0.655554946046323,"A",1
"Loc242",0.0540415176656097,0.406714053824544,"A",1
"Loc243",0.487339799990878,0.357302757445723,"A",1
"Loc244",0.70940070762299,0.118415777105838,"C",5
"Loc245",0.115930188680068,0.333909273147583,"A",1
"Loc246",0.895791755523533,0.471162777626887,"A",1
"Loc247",0.733581526437774,0.596654524328187,"A",1
"Loc248",0.734002289595082,0.551235504215583,"A",1
"Loc249",0.180147138889879,0.986783016938716,"A",1
"Loc250",0.875112698646262,0.975748222088441,"A",1
"Loc251",0.598226015688851,0.623341939412057,"A",1
"Loc252",0.217712457757443,0.47148062614724,"A",1
"Loc253",0.143976519815624,0.286450202343985,"A",1
"Loc254",0.816860782215372,0.746195281390101,"A",1
"Loc255",0.35793563676998,0.0686797546222806,"A",1
"Loc256",0.440736256306991,0.491225543897599,"A",1
"Loc257",0.113717057043687,0.661038334714249,"B",3
"Loc258",0.831672048196197,0.375819898210466,"C",5
"Loc259",0.923528456594795,0.298727568704635,"A",1
"Loc260",0.297196871135384,0.500884383218363,"A",1
"Loc261",0.736775480676442,0.36299276445061,"C",5
"Loc262",0.414002026896924,0.69782973616384,"A",1
"Loc263",0.0229226106312126,0.767494939733297,"A",1
"Loc264",0.390414785593748,0.85376352397725,"A",1
"Loc265",0.247672537574545,0.28889211313799,"A",1
"Loc266",0.466850576223806,0.968609867850319,"A",1
"Loc267",0.322738196933642,0.0735626539681107,"A",1
"Loc268",0.878178441664204,0.283470321446657,"A",1
"Loc269",0.162786687258631,0.146400593454018,"A",1
"Loc270",0.995373070472851,0.13215536926873,"A",1
"Loc271",0.689817006699741,0.247354411054403,"C",5
"Loc272",0.227645422564819,0.172719344729558,"A",1
"Loc273",0.766024671029299,0.269957623910159,"C",5
"Loc274",0.990935809677467,0.0130730250384659,"A",1
"Loc275",0.747709331568331,0.970673138275743,"A",1
"Loc276",0.729463790543377,0.92673911084421,"A",1
"Loc277",0.830157151212916,0.442193377530202,"A",1
"Loc278",0.0259805398527533,0.0252267220057547,"A",1
"Loc279",0.0469345354940742,0.261273664655164,"A",1
"Loc280",0.995615484192967,0.155160498572513,"A",1
"Loc281",0.114065864589065,0.340471726842225,"A",1
"Loc282",0.928903843974695,0.515688479878008,"A",1
"Loc283",0.0248084182385355,0.634122479008511,"A",1
"Loc284",0.971509145805612,0.790110163856298,"A",1
"Loc285",0.929320940747857,0.128555323695764,"A",1
"Loc286",0.555484855547547,0.29982040100731,"A",1
"Loc287",0.645229396177456,0.52633907017298,"A",1
"Loc288",0.876456046011299,0.513562848325819,"A",1
"Loc289",0.856760896975175,0.515156061621383,"A",1
"Loc290",0.968180189374834,0.701760654570535,"A",1
"Loc291",0.702169279335067,0.821491681504995,"A",1
"Loc292",0.993792320601642,0.943026604363695,"A",1
"Loc293",0.540615095524117,0.983618091093376,"A",1
"Loc294",0.448706201743335,0.461239024065435,"A",1
"Loc295",0.909516320796683,0.27431079512462,"A",1
"Loc296",0.0942292367108166,0.188615575199947,"A",1
"Loc297",0.534757552668452,0.893332351231948,"A",1
"Loc298",0.161837438354269,0.821365678450093,"B",3
"Loc299",0.347860109992325,0.468334555858746,"A",1
"Loc300",0.00799260637722909,0.509380015544593,"A",1
"Loc301",0.401344915386289,0.88134785508737,"A",1
"Loc302",0.588350692996755,0.181505093816668,"A",1
"Loc303",0.875976233975962,0.985597462393343,"A",1
"Loc304",0.708542598644271,0.663976279785857,"A",1
"Loc305",0.193594260374084,0.657692968379706,"B",3
"Loc306",0.381765494355932,0.307070184731856,"A",1
"Loc307",0.193059137091041,0.230148135684431,"A",1
"Loc308",0.816977369831875,0.031048517441377,"A",1
"Loc309",0.0101429668720812,0.0252039222978055,"A",1
"Loc310",0.363609035965055,0.372042811941355,"A",1
"Loc311",0.728681493550539,0.0255853359121829,"A",1
"Loc312",0.398965224390849,0.677386655472219,"A",1
"Loc313",0.874929311918095,0.17335299262777,"A",1
"Loc314",0.135716364020482,0.362733950139955,"A",1
"Loc315",0.115147814154625,0.884499976178631,"B",3
"Loc316",0.19672909239307,0.763239111052826,"B",3
"Loc317",0.057053348980844,0.266235193936154,"A",1
"Loc318",0.587422257522121,0.417301033390686,"A",1
"Loc319",0.74317543185316,0.447148227598518,"A",1
"Loc320",0.583126855781302,0.899110629688948,"A",1
"Loc321",0.291362569667399,0.493130185175687,"A",1
"Loc322",0.997801941120997,0.117339625954628,"A",1
"Loc323",0.698835608782247,0.322891172487289,"C",5
"Loc324",0.258798506809399,0.0432884225156158,"A",1
"Loc325",0.242150088772178,0.929615964414552,"B",3
"Loc326",0.380862789228559,0.0252215135842562,"A",1
"Loc327",0.330363617511466,0.984970789868385,"A",1
"Loc328",0.964242246700451,0.0938097722828388,"A",1
"Loc329",0.249101692112163,0.00134356552734971,"A",1
"Loc330",0.580648473463953,0.684716536430642,"A",1
"Loc331",0.831256195669994,0.0381984759587795,"A",1
"Loc332",0.204067441402003,0.556393339997157,"A",1
"Loc333",0.0710285692475736,0.357615710468963,"A",1
"Loc334",0.751070201164111,0.403115225955844,"C",5
"Loc335",0.572900656610727,0.645996385486796,"A",1
"Loc336",0.741908231750131,0.157688718521968,"C",5
"Loc337",0.075622578850016,0.108586935792118,"A",1
"Loc338",0.923359972657636,0.560222994536161,"A",1
"Loc339",0.127685570856556,0.682568529155105,"B",3
"Loc340",0.766168663278222,0.282359838020056,"C",5
"Loc341",0.339200782356784,0.891222840175033,"B",3
"Loc342",0.118930512107909,0.170626094797626,"A",1
"Loc343",0.557223822688684,0.276547525310889,"A",1
"Loc344",0.13736740895547,0.727723330957815,"B",3
"Loc345",0.855887677753344,0.774053375469521,"A",1
"Loc346",0.84555095131509,0.277410173090175,"A",1
"Loc347",0.284069678047672,0.729746176861227,"B",3
"Loc348",0.810083557153121,0.645382040180266,"A",1
"Loc349",0.899230887647718,0.409567622467875,"A",1
"Loc350",0.976926211034879,0.0462710720021278,"A",1
"Loc351",0.590289335465059,0.24045510776341,"A",1
"Loc352",0.651103080483153,0.368645361857489,"C",5
"Loc353",0.378731866599992,0.890560809057206,"A",1
"Loc354",0.477513115154579,0.228434073273093,"A",1
"Loc355",0.831429385580122,0.93555770162493,"A",1
"Loc356",0.810551963048056,0.692329942481592,"A",1
"Loc357",0.708436321234331,0.910702591529116,"A",1
"Loc358",0.728080110391602,0.356703962897882,"C",5
"Loc359",0.664768661139533,0.450779764214531,"A",1
"Loc360",0.290164924226701,0.154249999206513,"A",1
"Loc361",0.740050154039636,0.824822889873758,"A",1
"Loc362",0.277613971848041,0.760693366173655,"B",3
"Loc363",0.0868665326852351,0.507777616381645,"A",1
"Loc364",0.636594669660553,0.928810467245057,"A",1
"Loc365",0.421324555296451,0.796971408650279,"A",1
"Loc366",0.361457436112687,0.891108521958813,"A",1
"Loc367",0.73214150685817,0.380375528009608,"C",5
"Loc368",0.957170519512147,0.0437263702042401,"A",1
"Loc369",0.980689841322601,0.476364036323503,"A",1
"Loc370",0.368095073616132,0.719662484480068,"A",1
"Loc371",0.380074643762782,0.843127908883616,"A",1
"Loc372",0.0840530500281602,0.642096932511777,"A",1
"Loc373",0.61073898896575,0.0841332755517215,"A",1
"Loc374",0.478439654922113,0.934762792661786,"A",1
"Loc375",0.755316931754351,0.157640453893691,"C",5
"Loc376",0.314809957519174,0.575359234353527,"A",1
"Loc377",0.51848891726695,0.490713335806504,"A",1
"Loc378",0.073967908276245,0.718750809086487,"B",3
"Loc379",0.544996363343671,0.939037899021059,"A",1
"Loc380",0.398094749078155,0.521182624623179,"A",1
"Loc381",0.840212560491636,0.223817642778158,"A",1
"Loc382",0.823833111207932,0.822206384269521,"A",1
"Loc383",0.247887859586626,0.842982787638903,"B",3
"Loc384",0.416489741532132,0.557735154870898,"A",1
"Loc385",0.100791015429422,0.608040269464254,"A",1
"Loc386",0.523621468106285,0.187675599241629,"A",1
"Loc387",0.0709573971107602,0.467966577969491,"A",1
"Loc388",0.212238118052483,0.647974488791078,"A",1
"Loc389",0.376960259862244,0.18311637151055,"A",1
"Loc390",0.672779981046915,0.173097280785441,"C",5
"Loc391",0.0442223616410047,0.681945172604173,"A",1
"Loc392",0.681740811094642,0.314169100718573,"C",5
"Loc393",0.0884254742413759,0.917505903868005,"B",3
"Loc394",0.733696789713576,0.407746970187873,"C",5
"Loc395",0.135210476117209,0.513858897145838,"A",1
"Loc396",0.616904383990914,0.695419633295387,"A",1
"Loc397",0.135765635408461,0.0980773102492094,"A",1
"Loc398",0.908929002005607,0.754421851132065,"A",1
"Loc399",0.887914896942675,0.877781410468742,"A",1
"Loc400",0.685511471936479,0.476329832803458,"A",1
"Loc401",0.629631103947759,0.0638312590308487,"A",1
"Loc402",0.750825171126053,0.24315218324773,"C",5
"Loc403",0.917777327587828,0.00589555106125772,"A",1
"Loc404",0.360070282127708,0.97500201757066,"A",1
"Loc405",0.808408631244674,0.239618829917163,"C",5
"Loc406",0.21319284918718,0.563414425356314,"A",1
"Loc407",0.139889262383804,0.386890442576259,"A",1
"Loc408",0.298507452011108,0.257517409510911,"A",1
"Loc409",0.689989852020517,0.331669324077666,"C",5
"Loc410",0.685459391912445,0.434146591462195,"A",1
"Loc411",0.85374413523823,0.365769602125511,"A",1
"Loc412",0.590568432817236,0.782391678774729,"A",1
"Loc413",0.101216590031981,0.4843212608248,"A",1
"Loc414",0.0250368604902178,0.752662812592462,"A",1
"Loc415",0.423218425363302,0.812451399164274,"A",1
"Loc416",0.144651330076158,0.175556776346639,"A",1
"Loc417",0.0976456920616329,0.359442865941674,"A",1
"Loc418",0.462658950360492,0.0745292748324573,"A",1
"Loc419",0.556412717327476,0.23301481991075,"A",1
"Loc420",0.61798344925046,0.438409899361432,"A",1
"Loc421",0.896474329056218,0.9600912227761,"A",1
"Loc422",0.869736194377765,0.302242459496483,"A",1
"Loc423",0.333052304107696,0.465717871207744,"A",1
"Loc424",0.958980846684426,0.425965460948646,"A",1
"Loc425",0.0341734630055726,0.865715282270685,"A",1
"Loc426",0.999816360650584,0.874719011597335,"A",1
"Loc427",0.637784816790372,0.49234962137416,"A",1
"Loc428",0.662214033771306,0.221868293359876,"C",5
"Loc429",0.0887566176243126,0.0676583868917078,"A",1
"Loc430",0.0889519108459353,0.754617624916136,"B",3
"Loc431",0.760430582100525,0.99653965770267,"A",1
"Loc432",0.180357549805194,0.316486537922174,"A",1
"Loc433",0.340576254064217,0.228530679363757,"A",1
"Loc434",0.0510485828854144,0.959759393474087,"A",1
"Loc435",0.327782308682799,0.856606142828241,"B",3
"Loc436",0.300274809123948,0.946967829484493,"B",3
"Loc437",0.148901502368972,0.487203438067809,"A",1
"Loc438",0.887208812404424,0.249053015373647,"A",1
"Loc439",0.370992914307863,0.294612415600568,"A",1
"Loc440",0.996052415575832,0.144091930473223,"A",1
"Loc441",0.388656788272783,0.027074447600171,"A",1
"Loc442",0.133714615367353,0.812843817286193,"B",3
"Loc443",0.667285220464692,0.843232291517779,"A",1
"Loc444",0.593265684088692,0.115938070695847,"A",1
"Loc445",0.379190656356514,0.390032320050523,"A",1
"Loc446",0.914474367164075,0.922732178354636,"A",1
"Loc447",0.477417458547279,0.105729088652879,"A",1
"Loc448",0.214118525153026,0.420434420229867,"A",1
"Loc449",0.768377934815362,0.894074371084571,"A",1
"Loc450",0.927392609650269,0.90793815231882,"A",1
"Loc451",0.538760541239753,0.423787530977279,"A",1
"Loc452",0.0351508506573737,0.987304236041382,"A",1
"Loc453",0.94854342052713,0.819109380943701,"A",1
"Loc454",0.360254123806953,0.635950425639749,"A",1
"Loc455",0.712468520738184,0.0154534338507801,"A",1
"Loc456",0.27429948351346,0.977437670575455,"A",1
"Loc457",0.90816914732568,0.90140704321675,"A",1
"Loc458",0.0152194355614483,0.113635276444256,"A",1
"Loc459",0.390190139645711,0.334285533055663,"A",1
"Loc460",0.234746157191694,0.452302350895479,"A",1
"Loc461",0.102625648956746,0.399360427400097,"A",1
"Loc462",0.366346813971177,0.890764521202073,"A",1
"Loc463",0.401622998993844,0.907771826721728,"A",1
"Loc464",0.331691676052287,0.328402319224551,"A",1
"Loc465",0.507175947539508,0.799178390065208,"A",1
"Loc466",0.990325511433184,0.526428842917085,"A",1
"Loc467",0.646940222475678,0.0714603674132377,"A",1
"Loc468",0.586234835442156,0.0337365663144737,"A",1
"Loc469",0.786986469291151,0.26886387472041,"C",5
"Loc470",0.870625856565312,0.633840456372127,"A",1
"Loc471",0.200264341197908,0.542250809725374,"A",1
"Loc472",0.392898323247209,0.850074772723019,"A",1
"Loc473",0.0137105041649193,0.0325903459452093,"A",1
"Loc474",0.695163973141462,0.598522812128067,"A",1
"Loc475",0.129648140864447,0.053001458523795,"A",1
"Loc476",0.356596227036789,0.577232908457518,"A",1
"Loc477",0.0899099248927087,0.5900512074586,"A",1
"Loc478",0.0370635539293289,0.525655341567472,"A",1
"Loc479",0.945765646640211,0.821531351422891,"A",1
"Loc480",0.132112900028005,0.277172997361049,"A",1
"Loc481",0.771689916262403,0.370245409663767,"C",5
"Loc482",0.238001194782555,0.891136916587129,"B",3
"Loc483",0.805678856326267,0.900993634015322,"A",1
"Loc484",0.920478286920115,0.692093648482114,"A",1
"Loc485",0.653636050643399,0.522831278853118,"A",1
"Loc486",0.649342495948076,0.246509739896283,"C",5
"Loc487",0.694665486225858,0.0137645264621824,"A",1
"Loc488",0.282619585283101,0.107445429312065,"A",1
"Loc489",0.451231678482145,0.30051832110621,"A",1
"Loc490",0.250333831412718,0.33031409420073,"A",1
"Loc491",0.536883232882246,0.860103683313355,"A",1
"Loc492",0.256033065728843,0.822427018079907,"B",3
"Loc493",0.360216594068334,0.403947956394404,"A",1
"Loc494",0.471504408633336,0.687933005392551,"A",1
"Loc495",0.359552492620423,0.181557225994766,"A",1
"Loc496",0.31170258205384,0.450180769665167,"A",1
"Loc497",0.848159280372784,0.19261519308202,"A",1
"Loc498",0.381372211501002,0.971526136621833,"A",1
"Loc499",0.859459146857262,0.807706325082108,"A",1
"Loc500",0.987596060382202,0.710179208545014,"A",1
