,x,y,group,foldchange
Loc346,0.845550951,0.277410173,A,1
Loc347,0.284069678,0.729746177,A,5
Loc348,0.810083557,0.64538204,A,1
Loc349,0.899230888,0.409567622,A,1
Loc350,0.976926211,0.046271072,A,1
Loc351,0.590289335,0.240455108,A,1
Loc352,0.65110308,0.368645362,A,1
Loc353,0.378731867,0.890560809,A,1
Loc354,0.477513115,0.228434073,A,1
Loc355,0.831429386,0.935557702,A,1
Loc356,0.810551963,0.692329942,A,1
Loc357,0.708436321,0.910702592,A,1
Loc358,0.72808011,0.356703963,A,1
Loc359,0.664768661,0.450779764,A,1
Loc360,0.290164924,0.154249999,A,1
Loc361,0.740050154,0.82482289,A,1
Loc362,0.277613972,0.760693366,A,5
Loc363,0.086866533,0.507777616,A,5
Loc364,0.63659467,0.928810467,A,1
Loc365,0.421324555,0.796971409,A,1
Loc366,0.361457436,0.891108522,A,1
Loc367,0.732141507,0.380375528,A,1
Loc368,0.95717052,0.04372637,A,1
Loc369,0.980689841,0.476364036,A,1
Loc370,0.368095074,0.719662484,A,5
Loc371,0.380074644,0.843127909,A,1
Loc372,0.08405305,0.642096933,A,1
Loc373,0.610738989,0.084133276,A,1
Loc374,0.478439655,0.934762793,A,1
Loc375,0.755316932,0.157640454,A,1
Loc376,0.314809958,0.575359234,A,5
Loc377,0.518488917,0.490713336,A,3
Loc378,0.073967908,0.718750809,A,1
Loc379,0.544996363,0.939037899,A,1
Loc380,0.398094749,0.521182625,A,3
Loc381,0.84021256,0.223817643,A,1
Loc382,0.823833111,0.822206384,A,1
Loc383,0.24788786,0.842982788,A,1
Loc384,0.416489742,0.557735155,A,3
Loc385,0.100791015,0.608040269,A,1
Loc386,0.523621468,0.187675599,A,1
Loc387,0.070957397,0.467966578,A,5
Loc388,0.212238118,0.647974489,A,5
Loc389,0.37696026,0.183116372,A,1
Loc390,0.672779981,0.173097281,A,1
Loc391,0.044222362,0.681945173,A,1
Loc392,0.681740811,0.314169101,A,1
Loc393,0.088425474,0.917505904,A,1
Loc394,0.73369679,0.40774697,A,1
Loc395,0.135210476,0.513858897,A,5
Loc396,0.616904384,0.695419633,A,1
Loc397,0.135765635,0.09807731,A,1
Loc398,0.908929002,0.754421851,A,1
Loc399,0.887914897,0.87778141,A,1
Loc400,0.685511472,0.476329833,A,1
Loc401,0.629631104,0.063831259,A,1
Loc402,0.750825171,0.243152183,A,1
Loc403,0.917777328,0.005895551,A,1
Loc404,0.360070282,0.975002018,A,1
Loc405,0.808408631,0.23961883,A,1
Loc406,0.213192849,0.563414425,A,5
Loc407,0.139889262,0.386890443,A,1
Loc408,0.298507452,0.25751741,A,1
Loc409,0.689989852,0.331669324,A,1
Loc410,0.685459392,0.434146591,A,1
Loc411,0.853744135,0.365769602,A,1
Loc412,0.590568433,0.782391679,A,1
Loc413,0.10121659,0.484321261,A,5
Loc414,0.02503686,0.752662813,A,1
Loc415,0.423218425,0.812451399,A,1
Loc416,0.14465133,0.175556776,A,1
Loc417,0.097645692,0.359442866,A,1
Loc418,0.46265895,0.074529275,A,1
Loc419,0.556412717,0.23301482,A,1
Loc420,0.617983449,0.438409899,A,1
Loc421,0.896474329,0.960091223,A,1
Loc422,0.869736194,0.302242459,A,1
Loc423,0.333052304,0.465717871,A,3
Loc424,0.958980847,0.425965461,A,1
Loc425,0.034173463,0.865715282,A,1
Loc426,0.999816361,0.874719012,A,1
Loc427,0.637784817,0.492349621,A,1
Loc428,0.662214034,0.221868293,A,1
Loc429,0.088756618,0.067658387,A,1
Loc430,0.088951911,0.754617625,A,1
Loc431,0.760430582,0.996539658,A,1
Loc432,0.18035755,0.316486538,A,3
Loc433,0.340576254,0.228530679,A,1
Loc434,0.051048583,0.959759393,A,1
Loc435,0.327782309,0.856606143,A,1
Loc436,0.300274809,0.946967829,A,1
Loc437,0.148901502,0.487203438,A,5
Loc438,0.887208812,0.249053015,A,1
Loc439,0.370992914,0.294612416,A,3
Loc440,0.996052416,0.14409193,A,1
Loc441,0.388656788,0.027074448,A,1
Loc442,0.133714615,0.812843817,A,1
Loc443,0.66728522,0.843232292,A,1
Loc444,0.593265684,0.115938071,A,1
Loc445,0.379190656,0.39003232,A,3
Loc446,0.914474367,0.922732178,A,1
Loc447,0.477417459,0.105729089,A,1
Loc448,0.214118525,0.42043442,A,3
Loc449,0.768377935,0.894074371,A,1
Loc450,0.92739261,0.907938152,A,1
Loc451,0.538760541,0.423787531,A,1
Loc452,0.035150851,0.987304236,A,1
Loc453,0.948543421,0.819109381,A,1
Loc454,0.360254124,0.635950426,A,5
Loc455,0.712468521,0.015453434,A,1
Loc456,0.274299484,0.977437671,A,1
Loc457,0.908169147,0.901407043,A,1
Loc458,0.015219436,0.113635276,A,1
Loc459,0.39019014,0.334285533,A,3
Loc460,0.234746157,0.452302351,A,3
Loc461,0.102625649,0.399360427,A,1
Loc462,0.366346814,0.890764521,A,1
Loc463,0.401622999,0.907771827,A,1
Loc464,0.331691676,0.328402319,A,3
Loc465,0.507175948,0.79917839,A,1
Loc466,0.990325511,0.526428843,A,1
Loc467,0.646940222,0.071460367,A,1
Loc468,0.586234835,0.033736566,A,1
Loc469,0.786986469,0.268863875,A,1
Loc470,0.870625857,0.633840456,A,1
Loc471,0.200264341,0.54225081,A,5
Loc472,0.392898323,0.850074773,A,1
Loc473,0.013710504,0.032590346,A,1
Loc474,0.695163973,0.598522812,A,1
Loc475,0.129648141,0.053001459,A,1
Loc476,0.356596227,0.577232908,A,5
Loc477,0.089909925,0.590051207,A,1
Loc478,0.037063554,0.525655342,A,1
Loc479,0.945765647,0.821531351,A,1
Loc480,0.1321129,0.277172997,A,1
Loc481,0.771689916,0.37024541,A,1
Loc482,0.238001195,0.891136917,A,1
Loc483,0.805678856,0.900993634,A,1
Loc484,0.920478287,0.692093648,A,1
Loc485,0.653636051,0.522831279,A,1
Loc486,0.649342496,0.24650974,A,1
Loc487,0.694665486,0.013764526,A,1
Loc488,0.282619585,0.107445429,A,1
Loc489,0.451231678,0.300518321,A,1
Loc490,0.250333831,0.330314094,A,3
Loc491,0.536883233,0.860103683,A,1
Loc492,0.256033066,0.822427018,A,1
Loc493,0.360216594,0.403947956,A,3
Loc494,0.471504409,0.687933005,A,5
Loc495,0.359552493,0.181557226,A,1
Loc496,0.311702582,0.45018077,A,3
Loc497,0.84815928,0.192615193,A,1
Loc498,0.381372212,0.971526137,A,1
Loc499,0.859459147,0.807706325,A,1
Loc500,0.98759606,0.710179209,A,1
