"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal11",4,5,0,1,0,5,6,2,9,14,3,6,3,0,3,5,1,2,8,6,6,5,0,16,2,3,4,0,5,1,1,6,0,11,1,14,13,7,3,0,1,1,2,0,5,8,0,9,0,1,0,4,6,2,4,5,1,6,4,3,6,1,3,5,7,2,0,5,9,18,2,4,1,6,3,2,8,2,7,13,1,6,0,1,3,3,0,3,6,7,3,3,3,1,3,18,4,0,0,1
"signal12",1,3,0,2,0,4,21,4,2,3,6,11,0,1,0,1,5,1,10,1,5,7,3,4,5,1,1,3,0,0,0,2,0,9,0,8,3,2,8,1,0,7,1,2,1,2,0,1,2,3,0,2,15,4,9,1,2,5,3,6,1,2,4,3,0,4,0,0,2,0,5,0,3,4,1,7,0,9,9,1,14,2,2,0,14,5,3,2,14,5,11,6,3,7,4,9,2,2,2,5
"signal13",2,1,2,1,2,4,5,16,5,8,9,1,6,1,0,1,1,3,6,4,2,6,2,9,12,6,4,7,11,1,3,2,0,5,8,6,2,4,5,2,11,16,2,0,3,4,4,16,0,15,1,11,6,7,6,4,2,10,1,8,12,2,6,7,8,4,10,0,3,5,7,8,2,11,1,10,12,6,9,6,2,22,3,1,5,0,1,1,2,3,3,15,9,2,6,13,1,2,7,4
"signal14",2,11,2,1,0,0,4,0,3,6,1,6,3,4,2,0,1,11,4,10,3,1,2,1,14,5,8,1,5,4,9,3,2,4,0,5,1,7,4,0,11,7,0,0,0,7,1,4,2,2,5,3,1,7,6,7,2,8,4,14,1,3,9,3,6,3,7,0,5,13,11,16,5,4,6,20,5,0,17,3,9,6,12,3,5,13,0,0,4,3,4,2,7,0,6,2,5,3,1,3
"signal15",3,8,4,5,3,8,5,2,11,16,0,6,0,2,3,0,0,10,9,8,6,2,5,0,5,3,4,3,5,7,0,5,2,3,6,11,13,13,5,0,6,7,3,1,3,8,3,11,0,1,2,3,3,15,7,0,4,5,5,1,6,2,6,8,3,1,1,4,1,3,3,11,5,1,3,4,0,3,17,6,0,4,6,0,2,6,1,0,12,4,7,3,0,2,6,9,16,0,0,10
"signal16",5,6,6,1,1,5,2,20,4,20,3,2,0,0,0,0,2,9,7,29,5,3,2,4,2,1,8,2,9,0,1,4,0,8,4,8,2,5,3,1,0,3,2,0,3,9,3,6,3,4,1,11,2,6,7,6,2,10,2,2,10,4,10,2,5,4,4,0,3,3,13,10,3,3,1,16,2,10,3,6,1,9,6,1,10,8,3,4,17,3,6,2,2,3,10,4,9,1,4,7
"signal17",2,0,0,3,1,1,4,4,6,9,5,8,1,4,3,2,0,0,8,0,8,0,1,4,0,2,5,2,9,2,2,4,0,1,3,0,4,2,6,4,3,1,0,0,3,14,0,3,3,6,5,25,3,14,3,7,0,1,0,4,7,0,8,2,1,2,3,3,5,6,5,4,0,15,0,10,6,2,2,13,2,5,9,0,14,0,1,2,2,2,9,7,0,0,1,9,11,5,1,6
"signal18",8,0,2,1,0,7,3,0,3,0,0,6,1,3,0,2,1,1,11,4,7,2,0,6,10,3,0,3,12,1,4,3,2,18,4,9,2,8,4,0,1,4,1,1,0,9,1,15,0,3,1,9,11,3,10,4,1,4,3,6,3,1,5,1,2,3,5,2,4,4,13,1,0,7,0,15,2,0,8,6,0,15,4,2,2,8,1,2,11,2,0,2,0,1,0,0,6,1,7,0
"signal19",1,2,0,0,1,1,8,4,8,3,2,4,5,0,1,3,1,3,5,6,4,2,1,5,6,1,2,2,6,4,2,5,0,3,3,2,18,12,4,0,0,0,1,0,2,10,0,3,1,7,3,3,3,4,2,1,5,9,1,13,7,0,6,19,6,1,6,3,11,13,6,4,1,7,0,12,2,0,0,1,3,1,3,4,11,6,0,2,15,10,2,12,0,3,1,5,3,4,1,0
"signal20",1,3,0,1,1,0,4,4,5,2,2,5,5,2,2,7,2,11,4,4,14,2,1,0,13,3,12,0,3,3,1,1,12,12,6,6,1,2,7,5,1,4,3,7,1,0,1,4,1,6,3,4,0,1,11,4,0,5,3,0,2,1,9,5,1,0,5,0,1,12,14,3,1,4,2,0,7,3,9,3,0,9,5,4,13,5,1,3,8,6,1,8,0,4,3,20,12,0,1,4
"signal21",17,2,1,0,1,12,0,9,1,0,3,4,2,2,1,1,3,5,1,14,4,0,5,5,3,4,5,3,5,1,0,2,0,2,0,10,12,2,2,0,0,8,0,3,0,3,1,2,0,4,0,24,3,3,9,2,2,8,6,9,1,5,5,12,4,1,4,4,6,6,8,1,0,0,0,0,0,3,6,0,2,5,2,0,3,7,4,6,11,0,3,1,6,11,1,7,10,3,2,0
"signal22",3,5,0,3,5,0,3,5,7,12,3,7,0,1,2,3,1,3,6,1,2,0,1,5,5,8,8,0,22,1,1,14,0,5,1,12,1,6,4,0,6,1,4,1,2,0,0,5,2,24,0,5,3,10,5,1,4,2,2,2,8,3,15,12,1,2,8,8,3,4,10,5,0,0,7,3,9,3,2,3,4,13,9,3,7,6,1,2,3,6,0,14,0,2,0,15,2,0,1,3
"signal23",7,1,4,1,3,5,12,4,0,2,1,2,5,1,1,1,1,3,5,2,6,3,1,4,11,5,9,4,1,2,2,13,1,8,3,1,3,8,2,1,2,5,2,2,1,9,3,16,3,4,0,3,0,14,4,5,3,12,3,1,15,0,3,6,7,0,4,0,4,0,6,5,6,5,3,2,0,0,7,1,1,10,2,1,1,2,0,2,0,18,9,1,0,8,4,7,4,3,3,10
"signal24",2,0,7,2,0,0,2,20,0,7,5,7,0,1,1,6,1,8,5,5,17,4,4,1,2,4,11,2,1,1,2,4,0,4,8,15,12,15,3,4,4,6,2,1,2,3,2,4,1,13,0,4,1,14,17,11,1,5,2,2,2,2,2,9,14,5,2,7,5,5,0,8,0,8,1,3,8,6,3,0,1,11,1,1,4,9,3,1,14,3,2,9,0,8,1,8,3,1,2,8
"signal25",2,1,4,1,1,2,4,0,15,9,1,9,0,3,2,4,1,5,3,10,7,5,10,3,0,0,8,3,4,1,1,1,3,14,2,1,5,10,1,0,1,6,3,0,3,3,0,10,0,0,0,7,1,10,7,1,0,6,2,1,0,0,9,11,3,0,9,0,6,9,7,4,1,8,2,2,3,1,14,6,5,0,0,3,9,7,1,2,5,11,0,4,3,8,2,0,6,6,3,3
"signal26",3,18,3,0,3,1,3,8,2,5,3,4,1,3,2,4,7,9,7,6,7,0,4,7,10,1,2,1,4,1,0,4,2,4,6,20,18,2,3,2,2,4,2,0,1,2,0,3,1,8,0,6,2,6,3,7,3,16,2,3,10,0,12,1,5,3,8,5,2,2,6,4,0,8,1,0,3,4,0,2,4,18,7,1,19,3,4,0,10,10,4,4,2,5,3,7,10,2,0,7
"signal27",2,19,1,3,2,9,13,6,5,3,1,6,1,4,4,5,2,6,2,2,11,1,3,12,9,3,7,0,3,3,1,8,0,8,2,5,4,7,1,3,1,13,2,0,3,17,1,4,6,0,5,5,5,1,6,1,1,7,3,0,7,1,0,5,8,3,2,4,4,18,0,0,0,7,3,4,1,2,0,3,7,1,5,4,4,4,2,1,1,6,11,11,2,2,1,0,6,2,3,0
"signal28",11,9,0,1,1,1,3,3,11,7,2,7,4,2,1,10,4,9,7,13,4,0,1,2,0,5,4,2,6,4,6,8,1,14,7,4,5,6,3,0,4,1,2,7,2,6,2,10,2,5,0,5,6,10,5,12,1,4,3,2,6,1,4,20,4,0,4,0,0,6,7,7,0,3,1,4,5,1,5,7,3,14,4,2,11,15,1,11,2,5,7,0,1,11,2,2,7,2,2,1
"signal29",17,10,0,4,0,0,1,1,3,2,0,2,6,2,5,0,4,0,9,0,6,3,0,2,3,5,7,1,1,3,2,4,6,3,1,2,4,7,18,1,1,2,3,1,1,4,5,1,0,9,2,7,7,12,0,7,2,5,0,4,4,3,4,8,4,1,2,5,8,1,11,2,10,2,2,12,15,1,0,3,3,10,1,6,1,11,4,3,8,3,7,13,3,2,5,5,6,2,1,10
"signal30",2,8,1,0,5,2,2,3,5,0,6,10,2,1,0,0,3,12,7,3,10,6,1,3,7,6,0,1,3,3,3,1,3,4,15,14,4,11,6,0,4,2,1,4,0,3,0,2,3,1,0,15,9,11,12,1,1,4,0,5,1,4,8,10,14,6,3,1,1,5,5,0,5,6,12,5,3,3,6,1,15,1,4,1,1,6,6,2,0,2,8,0,2,4,2,13,12,3,3,13
"signal31",0,0,0,8,1,3,0,1,10,9,0,1,0,4,3,4,2,14,3,7,8,2,1,2,12,4,5,0,1,4,0,6,3,6,4,0,1,2,6,7,2,31,1,3,1,8,1,10,1,1,5,3,6,6,12,1,2,3,0,1,2,2,4,9,1,2,3,3,2,0,7,7,1,16,4,12,4,2,8,5,6,7,8,1,6,9,3,1,3,5,3,7,2,9,6,0,14,5,0,4
"signal32",4,3,5,0,0,5,12,4,9,11,2,2,1,2,0,10,4,5,29,3,2,1,0,5,15,3,9,0,13,0,3,22,12,7,1,1,4,0,3,4,3,4,0,4,2,6,6,0,2,4,5,7,2,5,0,8,1,3,0,1,5,2,9,1,12,0,0,0,2,4,7,7,5,1,0,6,14,5,5,11,8,1,10,1,4,1,1,0,3,6,3,0,1,7,3,3,5,4,3,0
"signal33",9,3,1,0,0,3,8,6,7,13,4,7,5,0,2,1,4,2,12,2,9,0,3,2,5,0,6,0,4,2,3,2,2,11,2,2,3,8,0,3,0,9,2,3,7,9,0,10,1,0,1,0,2,0,8,7,2,15,1,13,5,3,3,8,5,1,1,3,4,7,3,2,0,3,1,5,2,7,1,6,0,5,2,2,0,9,2,2,3,1,2,8,1,3,0,2,1,4,5,8
"signal34",8,0,1,3,2,3,4,4,4,1,2,10,0,3,0,4,0,9,5,8,9,1,0,0,4,2,4,0,0,5,0,7,4,10,1,3,6,3,6,2,0,6,0,1,1,7,2,9,1,3,0,6,1,1,3,1,0,2,3,0,15,3,6,5,5,0,4,4,2,1,6,4,3,11,2,13,2,4,6,2,4,2,2,1,8,4,3,4,2,2,5,11,4,6,15,1,1,2,9,4
"signal35",30,6,8,0,0,8,3,12,6,1,3,9,4,4,1,0,2,2,6,3,9,1,5,12,2,5,4,3,2,6,1,1,3,5,13,4,5,3,4,6,2,6,1,0,2,7,0,7,2,12,3,13,6,2,6,12,0,1,5,3,3,5,5,0,7,1,3,4,0,2,1,7,1,1,1,2,3,2,15,2,7,8,6,2,1,2,2,1,3,10,6,1,3,3,6,2,2,0,3,1
"signal36",4,1,3,0,1,3,8,8,0,14,0,1,5,1,3,1,0,15,9,7,3,5,4,0,8,1,9,5,4,0,0,7,0,3,1,0,12,0,7,0,0,1,1,2,2,1,3,2,1,6,4,12,1,0,3,8,4,5,0,9,8,0,1,6,8,0,5,6,1,2,5,8,0,5,1,5,7,3,18,1,8,5,6,0,3,2,4,0,0,7,6,8,1,4,3,6,1,1,0,16
"signal37",7,12,2,3,3,3,9,1,4,10,0,7,1,1,1,4,3,9,14,9,8,0,4,10,3,3,17,1,10,1,0,7,0,18,3,8,13,3,1,2,1,5,1,0,3,3,3,6,0,5,0,1,0,5,6,7,2,4,3,8,0,1,0,3,0,1,1,2,4,9,9,3,1,0,8,1,1,1,7,4,2,1,2,5,11,3,2,1,6,5,6,3,0,1,6,1,4,1,0,0
"signal38",12,0,0,4,1,7,3,3,3,4,0,4,1,2,0,2,1,2,2,2,3,1,4,0,7,6,4,1,10,3,3,8,0,4,8,7,0,5,4,1,4,1,3,2,1,5,3,3,1,2,3,7,5,10,3,11,1,8,1,13,5,4,12,12,3,2,6,21,2,3,9,12,0,1,0,2,1,1,2,1,2,2,5,2,5,5,2,0,4,2,9,18,0,13,0,4,4,1,0,3
"signal39",24,7,0,4,11,7,5,3,2,0,2,4,2,0,0,3,1,3,0,2,14,1,0,0,0,5,12,0,2,1,0,1,2,10,3,2,9,1,7,2,4,4,0,2,1,1,5,12,2,15,1,0,2,4,3,5,3,2,1,6,22,3,0,12,2,2,1,1,1,7,2,2,1,5,1,4,0,1,6,1,5,5,0,1,13,4,1,2,4,4,2,1,1,3,2,4,9,1,4,4
"signal40",12,10,3,0,0,3,1,3,2,7,0,6,1,1,0,1,0,5,4,8,0,12,0,6,3,3,6,2,2,3,1,3,1,12,3,3,3,10,5,4,1,3,2,3,4,8,1,5,1,5,2,12,2,7,1,11,1,18,1,11,16,5,4,2,2,1,3,5,2,11,0,4,0,8,0,15,3,0,0,0,0,8,4,0,6,1,2,2,2,4,7,4,1,14,1,15,3,9,3,4
"signal41",12,5,1,0,2,2,11,5,6,3,0,11,0,1,7,5,0,3,17,1,5,1,3,9,17,4,2,0,3,2,2,1,6,13,3,1,3,5,2,3,1,10,1,4,0,7,2,3,5,5,0,8,11,0,8,4,1,7,5,3,3,1,2,6,6,0,1,0,5,7,13,5,2,24,4,1,2,10,4,8,0,4,9,3,12,3,7,1,9,3,11,6,7,1,5,7,4,1,3,2
"signal42",2,10,0,4,2,5,8,4,1,1,0,2,0,0,5,2,2,17,6,4,21,3,0,3,11,5,8,2,7,3,3,3,1,5,12,9,6,0,2,2,0,9,1,2,3,7,0,0,1,6,1,0,5,2,0,17,0,3,1,0,8,2,2,7,10,2,3,1,10,6,12,1,2,5,1,8,6,0,9,15,3,3,5,0,1,2,0,3,14,3,0,7,1,1,6,7,5,2,2,1
"signal43",14,7,2,2,1,11,2,3,4,2,3,1,0,6,2,4,1,1,1,11,12,2,1,1,9,3,1,2,11,1,5,9,4,6,1,9,6,3,3,0,4,15,0,2,5,9,6,0,0,7,1,2,3,9,16,3,3,14,0,2,6,2,3,6,2,3,5,3,1,3,9,10,1,0,2,12,3,3,10,0,5,8,4,3,3,7,3,3,20,7,12,8,4,11,4,11,1,1,4,3
"signal44",6,3,0,0,1,4,4,11,9,5,2,7,2,2,0,1,0,8,1,3,18,0,4,4,7,8,4,1,1,9,0,7,2,2,5,2,11,1,4,4,0,1,0,4,0,1,2,5,6,4,5,9,4,5,11,9,0,7,2,0,2,1,5,11,5,2,4,6,5,10,4,3,1,7,1,6,4,3,5,4,2,3,0,1,11,14,1,1,8,4,7,12,3,1,4,6,16,1,2,4
"signal45",3,6,0,0,0,2,4,12,13,11,7,15,1,2,1,1,4,14,14,6,0,2,6,6,11,4,5,4,1,3,2,8,3,9,5,7,7,0,7,1,0,8,0,1,5,8,2,3,1,0,1,18,7,11,12,0,0,10,2,2,1,1,5,0,2,1,0,3,6,7,1,12,3,1,2,4,0,0,6,8,2,11,6,2,0,2,0,2,20,7,1,4,6,6,6,4,2,4,1,1
"signal46",6,8,2,0,1,7,1,4,7,5,1,7,1,6,5,1,2,9,3,11,7,0,2,4,6,1,11,4,6,3,1,6,1,1,2,8,6,3,8,7,6,3,1,0,4,3,2,1,4,12,2,3,1,4,1,12,1,12,0,3,13,1,9,3,4,4,6,1,0,4,3,2,0,8,0,9,0,3,12,12,4,1,5,3,2,3,1,1,7,5,2,1,1,8,1,3,6,2,0,4
"signal47",2,1,0,3,3,5,4,25,2,2,5,0,2,2,0,0,4,0,2,1,6,0,4,3,16,3,8,1,0,1,2,6,1,0,5,4,10,1,0,0,0,2,4,1,1,0,1,17,1,7,5,8,2,10,9,4,12,7,5,5,11,0,3,7,3,2,7,4,3,12,7,9,5,5,1,5,6,1,4,9,4,5,1,0,22,2,3,0,3,0,5,11,5,6,8,5,12,2,0,2
"signal48",1,4,2,0,6,3,5,4,10,15,2,7,4,2,0,3,1,5,18,4,2,2,3,6,19,6,5,1,6,4,3,0,5,7,13,4,4,3,3,6,4,6,2,0,2,15,1,10,3,12,0,0,9,9,3,1,0,8,3,1,0,0,6,2,1,2,2,4,0,5,6,4,2,5,6,5,2,0,0,2,0,11,1,1,0,11,5,4,10,1,7,3,1,9,0,1,13,1,5,1
"signal49",2,12,2,1,0,6,6,1,7,3,1,7,0,0,1,2,0,7,16,7,5,0,1,1,6,2,4,3,8,0,3,2,2,7,2,6,9,5,2,3,2,6,2,2,0,0,6,10,2,10,4,1,5,10,8,0,2,0,3,1,2,2,3,9,6,0,4,4,5,11,7,13,1,9,4,2,3,3,8,7,0,4,5,2,4,1,5,2,20,15,2,3,2,6,10,1,13,2,6,5
"signal50",2,3,0,1,3,3,10,4,8,6,1,9,1,0,6,0,3,9,3,8,11,5,4,5,3,11,5,4,6,0,5,4,2,25,1,2,4,3,3,5,3,3,1,1,1,1,0,4,0,7,1,10,5,2,5,11,0,2,3,2,3,1,7,2,6,1,4,7,4,5,15,2,1,3,0,0,6,11,1,8,8,9,2,2,6,4,0,2,14,3,18,17,1,11,2,5,2,3,1,2
"signal51",0,0,5,2,2,2,0,0,1,0,5,0,2,1,4,3,3,0,0,0,0,4,3,0,0,1,1,2,1,4,0,0,2,0,0,0,2,0,1,5,1,1,5,2,1,2,0,0,0,0,1,1,0,0,1,2,5,0,3,0,0,1,0,0,3,0,0,3,3,0,0,0,2,2,2,0,3,0,0,1,0,1,1,2,0,1,4,1,2,0,0,0,1,0,1,1,0,2,1,1
"signal52",0,0,3,0,1,0,2,1,0,0,1,0,1,7,4,0,1,0,0,0,4,0,1,0,2,8,2,1,0,1,2,2,2,0,1,0,2,3,1,1,2,0,0,6,1,0,1,0,0,0,4,0,0,0,0,1,9,1,1,0,1,0,0,2,1,5,1,1,1,1,0,0,3,0,1,1,1,1,1,2,0,0,1,3,0,0,1,4,1,0,0,0,0,2,0,0,2,2,3,1
"signal53",0,0,0,1,2,0,0,1,0,0,0,0,2,3,1,3,7,0,0,0,0,7,1,0,2,0,0,0,1,1,8,0,5,0,1,0,0,0,0,2,1,0,0,2,3,0,6,0,0,0,4,0,0,2,1,0,2,0,4,2,0,4,3,1,0,2,0,1,0,0,1,0,1,1,2,0,0,1,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,2,2,1,0,1,5,0
"signal54",2,1,0,3,2,2,3,2,1,2,7,1,4,3,3,1,3,0,0,0,5,10,3,0,0,1,1,3,2,2,4,1,4,1,0,1,1,0,0,0,5,0,2,0,0,0,1,1,3,0,14,2,1,0,1,2,8,0,1,1,1,0,0,0,0,2,0,1,0,0,1,1,1,2,7,0,1,1,0,0,2,0,3,6,0,0,2,2,0,1,1,1,10,1,1,1,0,0,2,1
"signal55",0,2,2,0,4,2,2,0,2,1,1,3,0,7,1,6,3,2,0,1,3,5,0,1,2,0,0,1,1,1,0,1,3,0,0,2,1,0,1,3,3,2,5,1,0,2,0,1,1,3,1,2,1,0,0,0,1,0,1,2,1,1,1,0,0,2,1,0,1,0,0,0,4,0,2,2,0,3,0,1,4,0,0,1,0,2,1,0,0,0,0,1,3,0,0,0,2,1,3,3
"signal56",2,1,5,1,0,1,0,2,0,0,0,1,0,4,1,1,0,0,3,1,0,4,1,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,1,1,5,0,3,0,0,0,1,1,2,2,1,0,1,0,3,0,1,3,2,0,0,0,1,1,1,0,3,0,0,0,0,0,3,0,0,1,0,2,2,2,0,0,1,1,0,0,0,3,1,0,3,0,4,0,1,0,0,1,0,0
"signal57",0,0,3,4,0,1,0,0,0,0,1,0,2,3,3,0,5,1,2,1,0,0,0,3,3,0,0,2,0,7,0,0,1,0,0,0,0,0,1,2,0,1,2,4,1,0,1,2,1,4,1,0,0,1,3,0,2,0,2,0,0,0,2,0,0,3,0,3,1,1,0,0,2,2,1,0,0,1,1,0,0,0,1,5,0,0,1,1,1,0,1,0,1,4,2,0,0,1,0,1
"signal58",1,0,2,1,1,2,0,0,0,0,2,1,1,4,0,2,4,0,0,1,0,1,1,0,1,1,0,1,1,5,1,0,1,0,2,1,0,1,0,0,0,0,1,6,0,0,7,0,6,4,6,1,0,0,2,0,1,0,6,1,0,5,2,5,1,1,0,1,0,0,0,1,1,0,2,0,1,1,0,2,1,0,4,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1
"signal59",0,2,3,2,2,0,4,0,1,0,0,0,5,1,2,4,0,0,1,0,0,4,0,0,0,2,0,1,3,1,1,1,2,1,0,0,0,1,0,0,1,1,0,1,0,1,4,1,0,0,1,0,0,2,1,2,0,1,2,3,2,1,0,0,1,1,1,3,0,2,0,0,2,0,5,3,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,3,1,0,2,0,0
"signal60",0,4,1,3,0,2,3,0,0,2,1,0,1,2,0,1,1,0,0,1,0,1,2,1,0,2,0,2,0,1,3,0,2,1,0,1,0,2,0,1,1,0,3,1,5,1,2,1,0,1,0,3,0,0,0,0,0,0,2,0,0,2,0,0,1,4,4,0,1,1,0,0,5,1,5,1,0,1,0,1,0,2,2,5,0,1,0,1,0,0,1,2,2,0,0,0,0,2,1,1
"signal61",1,1,0,1,4,0,1,1,0,1,7,0,2,3,4,5,1,0,2,0,1,2,2,1,1,0,0,2,4,2,0,2,0,0,0,1,1,0,0,0,1,0,0,1,2,1,0,0,0,1,6,2,1,0,0,2,1,2,0,0,0,2,0,1,0,4,0,5,1,0,1,1,2,1,5,2,1,0,1,0,1,2,3,4,0,0,2,0,1,0,1,0,1,0,0,1,0,4,1,1
"signal62",1,0,0,2,3,1,1,0,0,1,7,0,0,2,1,3,1,1,1,0,2,1,2,2,0,1,1,1,0,3,3,0,2,2,1,0,0,1,2,1,1,0,4,2,1,2,4,1,1,0,0,1,1,0,0,0,0,2,0,2,3,3,0,2,0,0,1,0,0,0,2,0,0,1,0,0,2,3,0,1,2,0,2,2,1,0,2,3,1,2,0,0,2,1,0,1,0,0,5,2
"signal63",0,2,4,1,0,0,0,1,2,3,0,0,0,4,0,2,2,0,0,0,2,6,3,0,0,0,2,1,4,0,6,1,2,0,0,3,0,0,1,0,1,3,1,1,4,0,6,0,0,0,1,0,2,1,1,1,5,1,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,3,1,0,0,0,0,1,0,6,2,2,2,0,1,0,3,0,1
