"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal26",3,3,3,3,1,3,2,5,0,27,1,2,0,0,0,1,1,6,20,18,2,1,2,6,4,2,1,1,2,0,1,8,4,1,11,6,3,7,3,7,2,4,5,0,4,2,0,6,2,4,1,8,3,6,4,0,3,4,0,1,5,0,2,7,18,3,1,6,0,4,1,10,5,4,1,5,2,1,7,10,2,1,4,1,19,1,3,2,14,15,5,8,1,21,3,1,9,5,0,0
"signal27",4,5,2,3,7,1,3,3,12,9,1,7,0,0,3,1,3,3,8,2,5,1,2,2,8,1,13,2,1,3,6,9,0,14,3,2,4,3,0,3,3,3,2,2,7,7,1,10,0,4,1,4,2,11,5,7,4,4,2,2,2,0,6,11,11,2,0,0,0,6,5,10,0,11,2,1,0,0,9,3,3,6,3,4,6,1,10,4,9,7,13,4,0,4,1,0,8,0,2,4
"signal28",17,6,3,3,3,2,5,6,5,0,4,1,2,7,2,2,2,10,7,1,7,6,3,10,5,5,3,2,7,1,2,4,2,20,4,3,6,0,0,2,2,7,0,1,1,4,3,2,1,7,2,14,2,5,11,22,1,28,7,2,7,0,3,11,3,0,3,2,2,2,17,10,0,10,0,0,0,0,3,2,0,2,6,2,30,4,0,3,0,6,8,2,1,3,2,7,4,0,3,2
"signal29",4,17,0,0,1,6,7,25,3,4,1,8,1,1,1,5,0,2,9,6,7,4,4,0,1,4,2,0,19,0,3,4,4,4,2,3,6,11,0,4,0,20,4,0,0,12,0,16,3,12,0,7,2,3,7,13,3,2,2,2,7,1,4,6,10,1,1,1,5,14,7,8,1,2,5,3,1,1,5,0,6,10,2,1,2,0,3,5,7,3,10,12,1,3,3,10,0,1,1,3
"signal30",6,1,3,1,6,2,6,0,7,7,3,3,4,1,1,2,0,1,1,3,6,2,2,2,7,3,1,5,16,0,2,10,5,2,4,1,1,5,2,0,5,6,12,1,1,4,1,1,6,5,0,6,1,1,9,14,2,0,1,3,0,2,4,4,13,5,2,3,3,0,0,2,8,3,2,0,0,3,4,9,0,1,0,4,9,4,2,6,3,7,8,5,1,2,4,17,14,1,2,2
"signal31",3,4,1,4,7,2,31,3,13,1,1,10,1,0,5,1,3,6,12,1,8,1,0,2,2,2,4,3,1,2,1,5,1,0,7,7,2,16,4,5,2,3,3,2,3,7,5,2,3,13,3,1,4,10,6,1,0,1,1,0,10,1,0,7,4,2,5,0,0,7,12,4,4,11,2,2,1,2,2,28,2,1,2,2,0,3,1,1,2,3,1,3,7,2,1,9,3,0,1,9
"signal32",7,4,2,1,0,4,7,10,8,4,0,10,2,1,6,0,2,4,13,8,4,2,0,8,3,1,2,1,5,2,4,1,4,7,3,2,26,8,2,0,0,6,7,0,2,11,5,1,4,2,0,2,1,0,3,6,0,0,1,2,4,0,5,10,6,0,4,1,1,1,3,5,2,5,1,13,4,3,17,5,3,19,0,0,6,0,1,2,7,2,6,11,0,2,1,8,1,3,0,3
"signal33",6,9,7,3,0,4,4,0,4,0,1,0,3,2,2,5,0,18,9,4,14,3,5,4,5,1,1,0,1,1,0,3,1,5,4,10,1,6,0,2,1,6,0,5,2,6,1,1,1,8,1,3,0,2,1,10,5,12,2,0,3,3,9,8,1,0,5,2,3,10,2,10,0,10,0,9,2,3,9,3,0,0,2,1,4,0,0,5,1,7,10,10,0,3,2,3,9,2,0,2
"signal34",3,2,1,3,2,3,6,3,2,6,0,1,2,0,0,0,3,0,15,6,6,2,1,1,8,2,3,0,6,1,3,11,2,13,3,6,6,2,2,0,1,1,3,2,3,10,1,2,2,11,4,6,8,13,1,7,7,3,0,1,8,0,4,4,13,0,5,2,0,1,13,3,5,6,0,7,3,4,11,6,0,6,0,2,3,3,1,5,12,2,8,4,3,2,6,4,1,3,2,4
"signal35",9,0,0,2,6,2,6,5,0,8,2,8,1,5,3,4,2,8,6,12,1,0,5,3,3,5,5,0,7,1,1,6,0,2,1,7,4,1,1,1,1,3,8,1,4,8,3,8,0,3,2,4,1,10,6,1,3,3,3,0,2,0,7,1,4,0,3,0,1,5,8,8,0,14,0,1,5,1,8,5,0,15,3,1,3,0,4,0,8,1,9,11,1,3,0,7,1,0,0,0
"signal36",12,0,3,0,0,0,5,7,6,9,0,0,1,4,3,1,3,2,4,7,9,0,0,5,8,0,5,1,5,3,1,18,0,12,3,3,2,7,1,2,0,5,2,1,0,4,1,6,0,4,0,24,3,12,7,9,3,4,4,0,4,4,0,7,3,1,1,4,3,9,14,9,3,2,4,10,1,1,17,2,4,3,0,2,9,6,2,7,8,4,7,3,0,6,1,5,2,0,3,1
"signal37",7,6,0,1,0,0,1,5,6,7,2,4,3,4,3,0,0,0,2,2,4,2,2,0,2,1,5,0,5,10,1,7,1,3,1,4,10,11,2,2,1,6,2,2,1,1,0,8,0,4,1,2,0,12,0,2,4,4,4,0,3,1,4,2,4,1,2,0,2,3,2,2,0,3,1,10,0,3,9,5,1,19,3,0,10,2,3,0,5,9,7,8,3,2,0,8,3,2,5,0
"signal38",6,3,1,3,8,2,4,3,3,3,1,1,0,3,4,0,7,13,5,6,1,0,0,1,2,0,2,1,1,0,0,7,2,5,6,9,2,1,4,1,8,8,1,1,1,5,4,4,0,2,1,4,1,1,5,24,2,1,4,11,10,2,3,2,0,2,1,2,0,0,8,4,0,0,1,14,1,0,0,0,3,12,0,1,3,0,0,2,10,3,2,9,0,10,0,6,0,1,1,2
"signal39",3,12,2,5,4,1,4,2,2,6,0,15,1,3,8,2,0,12,2,9,0,0,0,7,4,0,8,7,1,3,1,2,4,6,5,1,3,13,2,1,2,4,1,0,0,4,0,3,1,9,1,13,4,12,10,7,0,0,2,0,3,0,7,1,6,1,1,0,1,0,5,4,3,0,12,3,2,1,5,6,2,2,3,1,3,1,4,3,12,0,6,9,0,3,3,9,7,0,0,0
"signal40",11,11,7,1,0,2,4,3,10,14,7,5,2,1,4,0,1,2,16,9,3,1,0,4,0,1,20,2,1,5,1,3,1,11,0,4,2,8,0,5,7,4,0,0,2,1,2,5,1,4,3,4,1,14,1,15,1,19,4,0,6,5,6,1,5,1,3,2,1,4,7,15,1,7,5,9,6,1,5,17,0,5,1,3,9,7,4,0,0,3,5,6,0,13,5,4,4,3,1,2
"signal41",4,7,0,6,1,0,7,6,3,12,2,1,3,5,1,1,0,2,5,3,4,1,1,2,6,2,4,0,1,3,2,13,1,8,0,7,5,11,2,3,3,9,4,0,1,3,5,4,2,4,2,9,2,15,15,2,0,8,2,1,4,3,4,2,10,0,4,2,3,8,4,1,0,0,1,2,0,5,3,5,6,2,3,6,9,3,0,1,11,6,8,4,2,8,3,3,4,2,4,3
"signal42",6,0,1,2,0,4,5,5,9,7,0,0,1,2,1,0,2,2,0,17,2,1,1,0,8,2,2,2,10,2,1,2,6,6,12,1,5,5,1,3,3,0,4,5,0,3,3,0,0,3,0,7,5,11,3,0,1,1,3,1,6,1,20,2,13,1,0,2,0,3,9,3,5,4,0,2,3,0,0,20,4,5,0,0,11,4,0,1,1,9,4,1,2,11,1,15,1,0,2,2
"signal43",6,3,1,0,4,7,2,6,9,1,2,5,2,0,0,4,6,0,0,7,3,0,1,9,16,1,9,5,5,2,2,5,3,2,8,8,0,3,3,3,0,0,2,3,0,1,1,1,2,10,1,5,3,16,3,8,3,20,3,5,6,4,11,6,11,0,1,4,1,6,3,2,0,3,2,4,4,3,5,6,2,2,1,2,7,5,0,1,0,11,12,6,0,6,1,11,9,1,0,9
"signal44",1,7,2,0,1,0,11,1,6,11,0,1,0,4,0,0,2,5,12,4,11,3,1,5,11,2,1,5,3,0,1,12,2,11,2,8,5,0,0,1,6,1,1,6,0,3,5,10,7,3,2,0,2,3,3,1,0,4,2,0,7,1,9,12,18,2,4,1,1,5,5,14,0,0,2,18,1,1,8,5,2,3,4,2,5,1,3,3,3,2,8,5,10,2,2,4,2,2,3,1
"signal45",4,5,0,0,3,2,4,1,2,5,0,2,1,0,1,2,1,6,3,2,5,2,2,2,4,2,6,3,3,5,3,25,5,22,13,4,3,6,2,3,1,2,4,1,1,6,3,5,0,5,4,1,1,7,5,4,3,5,6,5,2,2,9,3,11,2,0,2,1,6,2,11,4,6,3,3,2,1,1,2,4,6,0,5,17,1,0,4,9,3,6,1,4,12,2,3,1,1,0,5
"signal46",4,12,0,2,5,1,9,3,4,10,3,3,0,1,1,0,0,8,1,9,1,2,3,0,9,4,2,2,5,0,0,12,2,1,4,5,3,10,2,3,2,4,10,1,1,4,2,5,0,3,4,0,0,1,6,1,4,3,6,5,11,5,13,2,1,1,1,0,2,7,1,0,0,3,2,6,1,0,5,4,3,6,1,1,3,0,0,4,6,2,0,3,7,19,3,2,10,4,1,12
"signal47",7,11,2,3,0,4,4,5,4,4,0,1,5,2,2,3,0,6,5,4,5,3,0,4,9,2,5,0,3,9,1,10,0,3,0,5,11,12,0,8,0,8,0,1,0,4,2,2,6,5,1,4,4,15,5,7,4,4,0,3,3,2,18,4,2,2,3,2,9,5,5,4,1,9,3,0,5,2,13,4,1,3,1,6,11,3,2,0,5,15,4,10,3,12,0,0,13,3,1,0
"signal48",3,8,3,1,0,0,6,2,1,6,0,6,0,2,2,2,2,5,16,3,6,0,0,2,1,4,5,4,10,0,3,3,1,9,0,1,13,4,5,1,1,12,2,1,0,9,0,7,2,2,1,14,0,16,7,5,0,5,2,2,5,1,10,8,0,3,0,2,3,2,6,9,1,4,3,5,2,2,7,0,0,15,2,2,1,3,0,4,8,0,6,0,3,2,0,6,3,3,1,0
"signal49",5,6,3,4,3,1,5,6,10,9,4,2,2,1,3,3,0,4,7,6,4,0,5,6,20,7,2,1,7,2,5,2,3,4,13,8,12,0,1,0,1,4,6,0,3,12,1,8,2,5,3,3,0,15,8,3,0,6,3,3,2,2,3,4,5,0,0,6,1,9,6,1,5,4,2,25,0,0,4,3,1,13,0,1,8,1,1,0,2,4,1,7,1,10,2,2,5,4,0,2
"signal50",1,2,1,1,2,0,6,4,6,10,2,2,4,4,1,0,2,0,9,16,4,5,1,4,13,3,2,4,5,8,4,17,1,11,4,5,2,8,1,1,0,1,5,2,2,4,1,4,2,10,2,8,0,14,2,3,0,4,0,1,1,3,21,0,1,1,1,1,2,3,0,3,1,2,1,9,4,0,1,7,3,0,1,4,1,3,5,1,6,12,6,6,6,3,0,3,8,1,4,0
"signal51",0,1,5,5,1,3,0,0,0,0,1,3,0,1,6,6,2,0,0,1,2,2,1,2,0,2,1,1,1,2,2,0,3,1,0,2,0,0,1,1,0,1,3,1,2,0,2,0,0,1,0,0,0,2,1,0,0,0,1,1,3,4,0,0,0,2,1,8,0,0,0,2,14,2,1,0,1,2,2,1,0,1,0,7,3,2,1,2,0,0,3,0,0,0,0,0,0,4,0,0
"signal52",0,0,3,9,3,1,0,1,0,0,3,1,5,2,3,1,2,0,0,1,0,1,3,0,1,2,2,0,0,2,3,0,0,0,2,1,0,0,0,0,5,0,0,5,2,1,1,0,1,0,1,1,0,0,1,0,0,0,1,2,1,1,1,3,0,1,1,1,7,0,0,2,0,0,0,1,1,8,0,2,1,1,1,3,0,0,2,1,0,0,0,1,0,3,1,0,0,4,2,1
"signal53",2,1,0,2,1,4,2,0,2,3,2,0,2,0,2,1,0,1,0,0,1,2,1,0,0,1,0,2,1,1,0,1,1,0,0,0,0,0,2,0,4,1,3,1,1,2,1,2,4,0,3,1,4,3,2,1,4,3,4,4,1,3,0,2,0,1,1,12,10,1,0,0,2,1,3,2,2,4,1,2,2,0,2,3,0,0,0,5,0,0,0,0,0,0,2,1,0,14,6,1
"signal54",0,1,6,8,0,1,0,1,0,0,1,0,2,1,1,0,1,1,1,0,2,7,0,1,1,0,0,4,0,5,6,0,1,1,1,0,1,1,2,10,2,1,4,1,0,0,2,0,4,1,0,1,2,2,0,2,1,0,5,0,3,1,2,1,2,1,3,7,5,0,1,2,1,0,1,1,1,0,1,0,0,0,6,3,0,2,3,3,2,1,0,0,5,0,2,0,3,1,4,2
"signal55",0,0,0,1,2,1,1,1,0,1,0,0,2,2,0,2,1,0,0,2,0,2,5,0,3,0,1,6,0,0,1,0,4,0,0,0,0,0,2,3,1,0,1,4,1,1,6,2,3,3,1,0,2,0,2,0,1,0,2,0,1,1,0,0,0,8,3,0,4,0,0,0,4,0,3,0,0,0,0,0,1,0,1,1,0,2,1,5,0,1,0,0,0,0,2,1,2,1,1,1
"signal56",0,3,2,1,7,2,0,0,0,1,1,1,0,5,1,0,0,0,0,1,0,0,2,0,2,4,2,0,0,1,1,0,1,0,1,1,0,3,2,4,2,0,1,0,1,0,1,0,1,1,4,0,3,0,0,0,2,0,0,2,1,3,0,2,1,5,3,1,0,0,3,3,0,0,2,0,7,0,0,0,0,0,0,1,0,1,2,0,1,1,1,1,0,0,4,0,4,1,1,1
"signal57",1,3,1,2,1,2,0,0,0,2,1,0,3,1,4,1,2,0,0,1,2,1,0,0,0,3,0,0,0,2,5,0,1,0,0,1,0,1,0,1,10,2,1,0,1,0,1,1,0,0,1,0,4,0,0,0,2,0,4,1,2,0,0,2,0,1,3,1,1,0,0,1,2,0,1,1,5,1,0,0,0,2,2,0,1,0,0,0,0,0,2,0,0,3,1,3,4,6,3,1
"signal58",0,2,0,1,0,6,0,0,2,2,10,1,1,0,2,1,1,0,1,0,0,2,1,1,0,0,2,2,0,7,2,0,2,1,1,2,0,0,1,0,0,0,1,0,0,0,2,0,4,1,2,0,0,4,0,1,1,0,1,5,0,2,1,0,0,4,2,1,4,0,0,0,3,0,1,3,1,1,1,1,2,0,1,0,1,1,0,1,1,0,0,0,3,1,3,0,0,1,1,0
"signal59",2,1,6,0,3,2,2,2,0,0,1,1,1,1,4,1,7,0,0,1,0,5,7,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,2,1,0,2,0,0,0,7,0,3,0,3,3,0,0,4,0,1,1,0,0,0,0,0,0,3,1,1,1,1,0,4,0,2,0,1,3,0,1,3,0,2,1,2,0,1,1,0,1,0,2,3,1,3,0,1,0,5,1
"signal60",0,0,0,0,0,2,0,0,0,0,1,1,4,8,1,2,4,0,0,3,1,5,2,0,0,1,1,0,2,4,5,0,2,0,0,0,0,1,5,2,1,0,2,1,2,0,2,1,2,0,1,2,0,1,1,0,4,4,1,2,1,4,2,0,0,4,0,3,2,1,1,1,0,0,2,4,2,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,3,0,1,0,1,6,4,2
"signal61",0,0,7,1,4,0,0,0,0,0,4,0,4,1,10,3,0,1,1,1,1,5,5,1,0,2,0,3,2,4,4,0,0,1,0,1,0,1,2,1,1,0,1,0,4,0,2,1,1,0,2,2,1,1,0,0,2,3,0,0,1,1,1,0,1,2,0,3,1,1,2,0,3,1,1,0,3,3,0,1,5,1,0,0,1,3,1,1,0,2,0,0,4,1,2,0,0,0,3,3
"signal62",0,0,0,0,4,0,1,3,1,0,4,0,0,2,0,1,1,2,0,0,1,0,1,2,2,1,1,3,0,3,2,1,0,0,2,1,2,0,1,2,3,0,2,1,0,3,3,0,5,1,1,0,1,0,1,2,8,0,0,0,1,0,0,1,0,0,0,5,6,1,0,0,1,2,1,4,0,6,1,0,1,0,5,1,0,1,0,1,3,0,0,1,0,2,2,0,0,1,2,2
"signal63",1,1,2,5,2,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,1,0,1,0,1,0,5,1,0,0,0,0,1,0,6,5,2,4,0,2,1,3,0,3,0,4,0,1,0,2,0,1,0,2,1,1,2,0,1,0,0,1,2,1,0,3,0,3,0,1,0,7,0,1,5,0,1,1,1,2,0,1,0,4,1,2,0,1,3,1,1,4,1,0,1,0,1
