"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal11",5,7,3,3,0,3,3,3,10,24,2,4,12,6,3,9,4,15,6,4,5,4,4,4,4,2,1,1,4,0,5,4,2,4,4,5,2,3,0,3,2,2,3,14,3,6,3,3,11,2,11,6,3,8,7,3,22,4,6,0,11,0,14,13,7,4,1,1,0,4,3,10,8,1,4,2,0,0,4,10,2,9,2,5,15,2,6,1,3,5,7,4,1,8,5,18,2,4,1,2
"signal12",8,2,12,6,10,0,15,4,3,2,2,5,2,9,2,7,1,3,9,1,4,7,4,5,1,2,8,1,3,0,5,1,2,21,4,2,3,16,2,0,1,3,1,16,2,10,1,5,16,13,1,5,0,1,8,0,2,1,2,0,9,0,8,3,2,12,3,0,2,2,5,5,2,1,0,5,1,0,2,22,1,9,0,2,5,9,9,0,7,4,3,0,9,1,0,4,0,5,0,3
"signal13",4,2,7,0,12,3,1,17,1,8,0,14,7,8,2,14,2,11,6,9,7,2,3,2,5,2,7,2,1,2,5,6,2,5,16,5,8,21,8,6,1,1,1,4,1,6,2,2,15,10,1,12,3,4,16,2,4,6,10,3,2,0,5,8,6,2,4,3,2,26,7,5,3,9,1,11,0,0,15,3,4,10,3,2,4,5,10,1,11,12,4,6,7,8,4,14,2,13,1,3
"signal14",8,5,11,4,10,8,8,9,6,4,7,1,5,5,4,0,1,6,5,1,5,5,1,2,12,4,13,1,6,7,5,2,4,15,16,6,1,8,19,1,2,9,4,8,0,3,5,4,10,3,1,7,0,14,7,8,3,5,9,9,3,2,4,0,5,1,7,2,0,22,4,7,5,2,2,3,1,2,2,10,1,1,2,1,5,10,7,3,13,9,7,2,5,4,0,8,9,3,3,3
"signal15",10,1,7,13,11,7,13,8,13,20,3,0,17,3,5,15,7,5,5,18,5,0,1,3,4,1,19,4,7,1,3,2,1,3,8,10,13,9,12,2,3,9,0,4,3,1,1,5,1,15,0,4,0,4,7,2,3,2,0,4,9,2,6,7,12,0,5,1,1,10,5,16,10,12,0,2,2,2,0,12,3,6,1,2,0,13,13,3,2,12,7,8,3,7,3,8,11,2,0,2
"signal16",3,4,15,7,0,4,5,13,5,6,2,6,8,3,1,1,2,1,3,3,11,5,0,9,7,0,17,6,1,1,8,6,6,1,2,0,6,1,2,3,3,16,0,1,6,5,2,15,3,5,3,2,8,6,10,3,6,13,3,0,8,0,6,9,7,29,5,3,2,4,2,3,8,6,3,2,1,1,2,8,1,8,0,2,5,0,3,2,1,7,9,7,6,9,1,3,11,3,2,3
"signal17",6,5,10,6,3,3,8,10,2,5,4,6,1,4,1,13,4,7,3,5,16,1,6,3,6,0,9,9,5,3,1,2,0,11,6,8,3,16,6,0,3,17,2,0,7,2,2,3,14,9,3,1,3,12,0,0,10,5,2,0,6,2,4,2,0,5,1,2,0,5,7,1,8,7,0,8,0,1,4,0,1,5,2,4,5,4,4,0,1,3,0,4,2,9,0,1,1,1,3,5
"signal18",5,0,7,3,10,0,13,1,12,7,0,1,0,6,3,2,2,4,4,10,5,4,2,6,5,2,0,15,3,3,16,4,0,13,3,5,12,0,14,0,1,4,0,2,3,7,0,0,1,9,5,11,1,9,8,0,8,5,1,3,3,0,3,0,2,6,4,3,0,6,3,1,11,4,2,7,0,3,10,4,0,9,4,3,4,3,4,8,9,1,4,11,3,6,0,3,4,3,1,0
"signal19",9,3,15,0,3,1,9,18,3,10,1,4,4,8,4,3,1,5,1,2,9,2,4,2,13,0,3,7,0,6,5,2,1,5,8,2,3,11,5,4,1,6,4,2,0,2,0,1,0,0,2,5,7,0,1,2,0,4,3,0,8,1,8,3,7,4,12,0,1,9,4,3,5,6,2,5,1,1,6,1,1,5,2,4,6,5,1,0,3,2,18,12,6,1,0,0,2,2,2,4
"signal20",2,3,5,7,8,1,4,4,2,1,5,9,4,22,1,3,3,6,19,6,3,3,1,16,13,2,4,3,7,0,12,3,0,0,1,4,1,4,10,4,2,1,2,15,3,19,3,4,0,0,1,5,1,9,4,0,1,3,2,1,4,0,4,4,5,2,6,2,5,6,6,20,2,2,2,0,0,5,6,0,1,6,1,1,12,1,3,3,3,1,25,5,16,9,2,17,3,1,1,4
"signal21",15,15,3,15,3,0,5,0,11,1,1,3,4,11,2,8,0,6,4,1,9,0,1,4,9,2,1,3,8,0,1,12,5,12,12,7,5,6,3,4,1,9,1,1,4,7,4,13,8,4,3,8,2,1,8,2,4,4,20,5,1,1,7,9,8,0,1,2,7,2,3,9,2,14,0,3,1,3,5,1,5,6,1,5,3,4,2,4,6,2,9,2,2,0,0,0,10,12,0,1
"signal22",0,1,8,0,9,0,3,4,2,2,1,1,24,5,1,9,0,6,8,14,15,0,5,5,12,1,6,6,6,4,6,8,0,1,0,2,0,0,5,3,0,4,2,3,0,3,4,11,2,3,4,8,1,10,2,2,11,2,7,4,6,2,0,3,5,1,9,5,0,3,5,7,12,8,2,3,1,2,8,3,0,6,0,1,2,2,5,1,12,4,2,8,3,8,1,1,8,2,2,0
"signal23",1,5,7,24,3,1,5,10,5,1,4,2,8,3,3,9,7,12,1,5,11,5,2,4,10,3,4,0,13,1,13,5,0,3,6,13,14,16,17,1,2,3,2,0,0,8,0,2,3,0,4,3,0,8,3,8,7,2,4,3,8,4,5,3,1,13,1,4,1,8,10,1,1,5,1,3,0,0,7,5,1,8,1,0,3,8,3,1,5,5,7,4,3,9,3,16,6,4,0,1
"signal24",0,14,4,5,6,5,8,1,15,1,0,6,7,1,3,1,2,0,6,5,16,1,0,3,1,0,3,1,10,0,9,9,0,2,8,10,1,2,10,3,2,7,4,2,1,5,4,7,4,9,3,13,1,0,15,6,8,0,2,7,6,1,4,14,0,0,3,0,0,12,2,8,5,5,7,4,4,0,2,6,4,10,1,2,3,7,4,0,4,8,15,12,15,4,4,12,2,0,2,2
"signal25",5,1,9,4,4,1,13,1,4,2,6,9,0,7,0,6,2,5,11,3,5,2,0,2,6,0,9,14,11,1,11,7,1,0,8,2,8,5,3,5,3,3,0,2,4,1,1,4,13,1,5,3,1,6,1,6,7,11,3,0,12,2,10,2,1,11,4,1,1,4,0,15,9,2,3,0,3,2,10,5,1,3,5,2,15,3,7,2,12,3,9,1,15,1,2,8,20,1,0,6
"signal26",2,13,10,6,6,4,16,2,8,1,3,3,3,10,0,0,0,7,2,10,7,0,0,6,5,0,0,0,9,3,7,3,4,4,6,6,15,4,4,2,2,2,1,2,4,3,1,1,6,9,2,9,1,12,5,9,8,3,1,1,5,0,7,1,0,6,14,1,0,0,3,9,5,6,3,3,3,0,3,8,1,5,3,1,4,11,6,0,1,5,3,3,6,8,1,7,2,5,0,10
"signal27",2,2,2,4,5,1,3,2,6,20,7,4,2,0,0,3,11,2,2,1,4,2,3,3,2,0,3,3,8,4,1,11,2,3,7,10,16,4,4,5,0,12,0,5,3,11,0,8,7,6,1,0,3,4,0,6,5,0,2,2,18,3,2,19,5,10,1,4,5,4,4,5,5,5,3,10,2,0,9,2,9,20,0,0,3,6,4,4,6,5,3,6,0,11,4,14,8,1,3,2
"signal28",4,11,1,8,12,7,1,3,3,12,4,4,7,0,0,7,1,8,3,8,2,2,1,7,2,3,5,13,6,0,6,17,1,4,14,6,7,12,7,0,2,1,1,7,3,1,2,3,0,5,3,9,2,6,7,18,0,0,2,2,10,0,4,3,4,6,11,1,2,9,4,7,5,11,0,12,2,7,10,19,2,2,2,5,4,2,3,0,1,12,2,6,6,13,4,1,3,1,2,8
"signal29",9,3,10,5,4,0,4,2,0,8,0,6,11,17,2,7,3,7,4,5,6,2,0,10,1,2,16,5,6,2,10,7,0,7,15,9,4,0,3,3,1,12,1,4,3,2,2,4,4,20,0,3,2,0,0,6,7,7,2,1,4,1,7,2,5,7,4,6,4,6,14,11,4,3,0,4,4,0,7,8,2,2,7,4,2,10,1,0,1,1,3,2,3,2,6,5,30,11,0,3
"signal30",0,6,8,2,2,1,8,7,4,1,3,6,4,17,0,3,1,17,1,15,2,2,4,7,3,2,2,1,2,3,6,7,4,12,0,7,5,5,1,2,1,10,1,3,4,2,0,6,11,1,4,2,10,2,6,12,19,0,5,1,4,4,2,15,8,15,1,2,1,7,13,9,2,9,2,6,2,1,14,7,3,3,0,5,3,2,3,3,0,15,2,2,1,1,5,9,2,3,1,3
"signal31",12,5,3,7,10,0,2,3,9,2,1,1,5,7,2,0,2,7,9,3,11,1,1,4,3,0,1,3,6,2,5,2,3,11,12,1,3,4,0,2,0,10,2,10,5,2,1,1,1,5,2,0,5,6,25,11,2,9,0,0,13,2,1,6,4,1,9,6,2,0,2,8,0,6,1,4,5,5,5,9,3,0,0,0,24,9,5,0,1,10,9,0,1,2,4,9,13,8,0,3
"signal32",2,17,9,3,2,6,1,9,3,4,1,9,19,22,0,5,1,13,1,4,10,1,0,10,3,3,6,12,1,2,3,3,0,2,9,4,1,6,4,2,1,0,3,7,1,16,4,12,7,3,3,5,3,7,11,2,6,13,9,0,11,3,0,14,14,5,1,9,5,0,0,7,12,4,4,11,2,0,6,6,0,28,2,0,7,4,0,3,5,4,2,3,1,3,7,2,4,9,0,0
"signal33",2,22,26,2,13,4,8,4,0,10,2,6,16,3,2,4,5,7,4,5,0,3,1,3,2,1,5,4,9,0,12,0,0,1,2,4,7,7,15,1,0,21,1,2,1,13,0,6,3,4,0,7,0,0,0,3,6,3,0,1,7,2,3,5,10,6,0,4,1,5,1,3,5,8,2,7,5,1,7,17,2,9,0,1,1,10,0,2,1,2,5,1,6,0,1,9,2,1,3,0
"signal34",2,3,8,1,9,0,9,6,9,16,3,7,4,6,0,4,1,9,0,8,7,2,5,2,18,4,4,14,8,5,4,5,1,1,2,1,5,0,3,1,2,4,4,1,2,0,2,4,6,0,5,4,2,3,1,2,8,4,3,0,2,0,10,12,12,8,0,1,3,9,8,1,2,11,2,8,4,0,10,2,4,3,5,2,8,9,3,0,0,4,3,4,0,0,5,1,7,10,3,1
"signal35",4,3,3,9,7,2,8,6,4,1,0,7,6,4,5,10,7,13,6,6,3,0,2,2,1,2,1,2,2,3,0,15,3,6,5,5,1,8,5,1,0,6,1,10,1,0,0,3,11,6,0,5,2,10,6,5,3,2,7,4,5,4,8,3,18,9,2,5,0,1,7,18,30,6,8,0,0,4,6,5,5,6,0,3,9,11,11,2,1,6,2,6,3,9,1,17,6,3,2,1
"signal36",4,4,9,2,14,1,1,7,5,13,1,5,3,6,6,6,2,5,0,8,5,2,2,7,12,3,13,9,2,1,7,4,0,9,16,0,5,14,7,1,1,5,2,0,0,1,3,4,1,4,1,4,1,15,2,10,8,10,8,0,3,2,4,3,10,6,1,3,1,9,2,2,0,7,0,4,0,3,2,3,2,8,3,0,14,0,1,5,5,8,5,0,15,9,1,3,1,13,3,8
"signal37",4,8,6,15,11,0,2,12,3,1,0,12,0,10,0,1,3,5,7,6,9,0,0,6,11,2,19,0,3,2,13,4,2,12,8,0,1,6,8,0,2,9,0,2,1,8,0,5,3,5,3,4,7,16,4,5,8,2,3,1,8,0,0,7,6,8,4,1,1,6,1,4,1,24,3,12,2,3,9,4,4,1,1,4,0,7,3,1,3,14,5,1,14,9,3,2,11,2,4,5
"signal38",2,11,8,3,3,1,17,2,10,3,0,7,1,18,1,8,4,12,5,4,3,2,1,2,10,1,7,6,1,1,0,1,0,5,6,7,5,4,9,4,3,0,0,0,1,2,1,6,9,9,1,4,0,20,0,10,2,7,4,1,1,1,10,11,5,8,4,2,2,6,3,1,1,8,0,4,1,0,0,12,0,2,4,1,11,3,3,1,4,2,4,3,6,1,2,3,2,2,0,1
"signal39",5,10,0,7,9,2,3,19,7,2,4,7,8,24,2,1,1,6,1,8,3,2,5,2,6,0,2,9,17,0,10,3,1,11,2,8,4,17,2,0,5,3,5,12,0,5,3,29,3,3,3,23,0,7,1,1,2,2,2,1,1,0,2,7,7,5,6,2,0,4,2,9,18,0,4,3,0,1,19,5,9,2,0,4,30,8,11,0,2,0,5,4,7,1,0,8,4,3,0,1
"signal40",14,3,0,0,0,3,12,0,2,3,0,1,5,10,1,2,4,1,10,1,6,0,1,4,4,1,12,6,15,1,0,4,1,3,5,5,2,3,9,8,2,0,4,5,5,4,1,2,5,4,3,5,0,2,6,1,7,5,1,1,13,2,2,9,4,2,3,1,0,3,4,9,6,13,4,12,3,2,0,0,2,1,1,0,7,1,6,1,3,1,4,0,5,4,3,0,31,1,4,2
"signal41",0,12,5,18,7,2,2,0,5,6,1,3,3,3,1,10,2,10,5,3,6,3,4,8,4,1,2,5,8,5,3,7,0,11,4,18,4,14,16,5,1,2,1,6,1,3,6,0,4,2,2,5,1,4,0,3,0,0,0,2,1,0,1,1,4,5,2,1,3,4,8,5,12,2,0,6,2,3,10,1,2,12,1,0,5,4,11,2,6,3,0,11,2,4,7,11,2,3,2,2
"signal42",8,5,3,5,0,3,9,17,7,2,0,3,5,6,0,13,5,4,4,9,7,2,1,7,2,6,4,2,7,2,3,12,2,1,8,17,0,8,4,1,2,14,3,3,1,2,2,6,4,2,0,7,2,13,5,8,0,7,5,5,6,3,7,9,11,10,0,5,1,8,0,4,13,8,4,4,7,1,9,3,4,6,7,0,8,7,4,1,7,4,2,10,1,8,2,7,8,4,0,0
"signal43",0,2,2,1,10,2,5,17,6,4,7,5,2,6,2,6,2,6,7,4,10,9,0,5,12,4,6,0,4,2,2,9,1,5,9,7,4,0,2,2,1,0,2,2,0,17,0,3,3,0,2,6,0,7,10,5,5,3,19,6,1,2,5,3,8,9,4,4,5,1,3,7,0,1,1,0,3,5,11,3,0,2,0,3,7,5,4,2,2,14,7,4,4,5,6,12,4,0,0,3
"signal44",1,0,20,31,3,0,8,10,2,12,5,4,3,4,4,2,3,1,0,5,12,2,0,2,3,5,11,4,15,0,0,5,2,6,3,5,0,9,15,0,2,13,4,15,0,0,3,3,2,4,4,16,1,9,14,20,6,5,3,2,2,3,8,0,3,9,10,1,0,8,12,4,4,10,0,7,2,2,9,3,3,5,2,1,0,20,7,5,6,10,11,6,11,1,1,7,4,6,1,0
"signal45",0,3,7,4,11,3,5,6,7,7,2,1,5,1,2,5,0,12,6,2,6,1,4,4,4,0,20,4,2,1,1,2,3,14,1,4,7,4,7,0,4,3,0,8,4,4,5,9,6,5,3,2,0,3,7,14,2,1,14,3,2,1,12,6,11,2,8,2,0,0,5,12,1,3,6,1,1,5,10,18,7,3,0,0,1,10,1,0,4,4,0,7,3,9,5,4,3,16,3,7
"signal46",15,3,5,8,4,1,5,5,14,1,0,4,18,2,1,8,3,7,9,5,8,3,3,5,7,2,0,10,3,0,8,0,1,12,8,6,3,4,0,1,7,6,3,1,1,3,2,10,6,4,0,2,1,0,2,4,1,6,10,3,1,3,2,8,12,6,2,0,2,6,8,3,11,11,2,0,1,0,6,20,2,1,1,6,6,9,4,0,8,3,2,6,8,5,0,5,10,1,1,2
"signal47",5,4,7,5,14,5,2,5,9,3,3,1,4,13,1,11,4,6,7,3,6,1,0,2,8,2,3,10,17,1,1,12,1,2,7,7,7,3,5,5,1,9,1,4,4,9,0,0,4,3,0,1,3,1,9,1,5,12,12,2,1,3,6,2,4,2,4,3,2,2,1,4,8,1,1,6,2,0,6,2,0,2,3,3,8,4,25,0,2,13,0,7,5,2,0,11,3,5,0,3
"signal48",1,9,3,16,5,2,4,0,1,3,2,6,3,0,1,4,3,6,4,5,3,0,0,10,6,1,0,3,17,1,7,10,3,2,10,9,4,31,1,5,1,3,1,12,3,3,2,10,6,5,5,3,2,16,1,1,8,2,4,4,6,1,2,3,22,3,8,0,2,0,5,11,12,0,8,0,2,1,6,3,0,5,5,0,10,6,3,0,4,10,15,5,7,11,2,0,12,2,2,2
"signal49",3,1,8,6,19,3,5,4,6,9,3,0,11,7,5,4,1,3,6,13,11,3,2,0,5,7,4,10,8,5,1,0,5,9,3,1,3,8,12,0,0,8,0,1,0,8,5,6,1,0,1,1,4,5,14,6,4,12,3,1,9,0,1,13,4,15,2,0,5,5,12,1,1,6,0,7,1,1,7,2,0,3,2,0,7,16,7,1,0,5,5,5,5,2,4,8,0,7,0,2
"signal50",7,2,6,9,5,1,12,6,8,11,3,5,6,6,1,2,0,1,7,8,1,4,2,5,1,2,25,3,0,2,3,9,1,4,5,6,8,11,7,4,2,4,3,2,2,2,2,8,10,4,1,4,0,21,4,4,12,6,20,7,2,1,7,6,15,1,13,2,6,8,12,0,3,2,1,4,6,0,8,12,1,8,2,1,9,3,1,6,3,7,9,3,8,11,5,13,16,0,6,10
"signal51",0,1,4,1,0,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,1,2,1,0,1,1,2,0,0,0,0,1,0,1,1,1,0,1,1,1,3,0,1,3,0,0,1,0,0,1,2,0,0,4,1,1,1,0,0,0,1,4,3,3,1,2,0,0,1,1,0,0,0,0,0,0,5,2,0,1,0,1,1,0,2,0,0,0,4,1,1,0,0,0
"signal52",0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,4,0,1,2,0,3,5,1,0,6,0,0,0,2,0,1,0,0,1,2,2,0,1,1,1,0,0,0,5,0,1,2,2,0,0,0,2,2,1,0,2,0,0,3,0,2,0,1,0,1,1,1,4,0,0,0,0,0,1,1,1,2,0,1,0,0,3,0,0,0,2,3,0,0,0,0,0,3,4,0,0,0,2,1
"signal53",4,0,0,0,2,14,2,0,0,0,2,2,1,0,1,0,7,3,0,0,1,1,0,3,0,0,0,0,0,1,2,0,0,0,0,1,3,1,0,1,3,0,0,2,2,2,2,1,0,1,1,0,3,0,0,1,0,1,1,4,0,0,1,1,0,0,0,4,2,0,0,0,0,2,0,0,5,2,1,0,0,0,0,1,1,0,0,4,0,0,0,0,1,1,1,1,3,0,1,1
"signal54",0,3,0,0,2,0,0,0,1,0,8,0,2,0,3,0,3,0,0,0,0,1,0,0,1,0,3,0,0,1,1,0,1,2,1,0,1,0,2,4,0,2,8,1,0,1,0,1,0,0,2,0,1,1,1,0,0,0,0,2,1,3,0,0,1,0,0,1,0,0,0,0,0,2,3,1,1,1,2,0,4,1,0,3,1,1,3,4,1,2,3,1,1,1,3,0,2,0,1,1
"signal55",5,4,1,0,0,2,1,2,2,0,4,1,2,1,2,1,3,0,0,0,1,0,2,0,0,0,0,1,1,0,7,2,1,0,1,2,4,0,0,1,2,0,0,0,2,0,1,0,0,0,2,1,1,2,2,0,1,1,0,0,1,1,2,2,0,0,1,2,1,1,1,1,5,1,2,1,1,0,0,1,0,2,2,0,1,1,2,1,2,1,0,3,0,3,1,2,1,2,1,3
"signal56",3,3,0,1,2,1,0,0,1,0,0,1,0,0,1,2,3,0,0,2,1,6,5,0,0,5,0,1,0,7,0,2,2,0,0,0,0,0,0,4,2,0,3,0,0,1,2,0,1,0,1,0,4,0,0,2,0,3,0,3,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,4,1,1,2,6,1,5,1,0,1,0,4,0,0,0,1,0,1,1,0,0,0,8,3
"signal57",0,1,0,0,0,4,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,1,1,5,1,0,1,0,3,0,0,3,0,1,1,0,3,1,2,0,5,0,0,0,1,0,3,0,0,1,0,2,2,5,0,1,0,0,0,0,0,3,2,0,3,0,1,0,3,0,0,1,0,0,0,0,3,4,0,1,0,1,0,0,0,0,0,1,3,0,2,1,5,3
"signal58",0,0,0,3,3,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,2,2,1,1,0,0,2,0,10,0,0,1,1,3,0,1,0,1,1,0,0,4,0,1,1,1,2,0,1,0,0,2,2,0,0,0,0,1,1,0,0,0,2,0,0,0,1,4,0,1,0,0,4,4,0,0,1,0,0,2,0,2,1,0,1,0,2,0,0,0,1,0,2,0,0,2,0,1,3
"signal59",0,0,0,0,1,2,0,0,1,3,1,0,0,0,5,1,0,1,0,0,0,1,1,2,0,0,3,0,3,10,3,1,1,0,2,0,0,0,2,2,2,2,4,5,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,6,1,0,3,1,0,1,1,2,4,0,0,0,0,0,1,0,0,0,0,0,2,2,3,2,0,0,4,0,1,0,0,0,2,0,2,1,0,0,4,2
"signal60",0,2,0,0,0,3,0,0,3,0,1,1,1,1,1,0,0,1,0,0,0,3,0,0,0,3,1,1,0,1,0,0,0,2,1,2,0,1,1,5,5,0,1,0,2,0,1,2,0,2,0,0,2,0,2,3,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,5,1,0,2,0,0,0,4,1,3,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,3
"signal61",0,0,1,1,0,4,0,0,0,0,3,0,1,1,2,1,1,2,0,1,0,1,3,0,2,3,1,1,0,4,0,3,1,0,0,0,0,0,1,1,1,0,1,0,2,1,8,0,0,1,1,0,5,1,2,1,0,0,0,4,0,4,2,2,0,1,0,1,0,0,1,2,0,0,1,0,1,2,0,1,2,1,0,1,2,0,1,3,0,1,4,0,1,1,4,2,0,0,4,0
"signal62",1,0,1,1,1,0,0,0,4,1,0,2,0,0,3,1,1,0,0,0,0,1,0,0,1,3,0,0,0,1,2,2,2,0,0,2,0,2,0,0,1,0,1,1,2,1,1,4,1,0,2,1,2,1,2,2,1,0,1,2,1,3,2,2,0,0,1,0,3,0,1,0,0,0,1,1,0,4,0,1,1,0,0,2,2,0,1,0,0,1,3,0,0,1,1,1,0,1,2,0
"signal63",2,1,1,2,0,3,1,0,0,1,3,0,1,2,3,0,0,1,1,0,0,2,4,0,0,4,1,1,0,2,0,1,3,0,0,0,0,2,0,3,5,1,2,2,2,0,2,0,0,0,6,0,0,1,0,0,2,2,0,1,1,0,1,1,1,0,0,3,3,2,0,0,0,1,0,1,1,0,3,1,0,2,4,1,0,0,0,3,2,3,0,0,0,1,0,0,1,0,0,0
