"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal16",1,6,0,1,1,5,5,1,3,1,0,4,6,1,0,1,2,0,2,9,5,0,4,0,1,1,2,0,1,3,3,16,0,1,6,2,6,6,1,1,3,1,8,1,5,1,1,5,0,1,0,0,2,9,7,29,2,10,2,1,2,0,2,6,3,0,1,1,0,3,1,3,0,5,1,4,0,1,5,1,3,9,3,2,3,1,1,4,3,6,7,6,2,10,2,3,3,4,4,1
"signal17",5,9,2,0,1,1,4,9,4,3,0,16,1,6,1,2,0,4,9,5,10,4,0,9,7,3,2,2,1,2,1,14,4,8,0,3,12,0,0,3,1,1,1,1,2,2,1,1,0,5,0,5,0,5,7,1,3,7,0,3,0,1,0,0,1,2,2,4,2,2,1,0,0,3,0,4,1,2,13,2,1,3,0,7,5,1,0,2,3,10,1,13,0,12,2,1,0,0,2,3
"signal18",2,8,1,0,2,1,2,8,3,2,2,0,5,2,0,5,0,0,6,3,5,5,0,14,0,1,2,0,0,3,4,1,0,1,4,5,11,1,3,4,0,2,1,0,3,1,0,1,0,2,3,4,3,1,6,3,0,11,1,2,7,0,3,10,1,0,3,4,3,1,1,2,8,9,0,4,5,1,6,2,1,4,1,1,0,4,1,6,0,1,4,9,6,2,3,4,1,1,3,4
"signal19",3,3,2,0,1,3,2,3,1,1,4,12,0,2,0,6,1,1,4,5,8,1,1,11,1,4,1,2,4,0,0,2,0,1,0,0,6,1,7,0,0,0,0,0,1,0,3,1,3,3,2,4,5,2,3,9,1,3,1,3,4,2,1,5,2,0,1,2,2,4,2,2,0,3,1,2,8,4,6,5,1,1,0,1,0,2,4,0,3,5,7,8,1,4,1,2,0,5,4,1
"signal20",22,7,0,1,5,0,0,2,1,6,2,6,1,1,2,0,5,1,1,0,1,1,0,4,4,4,2,0,2,6,1,8,2,4,0,0,5,1,1,4,1,0,0,1,0,1,1,0,1,4,2,2,2,5,11,6,2,20,0,1,5,0,0,13,1,2,0,0,5,1,5,0,0,8,1,1,12,4,6,3,0,2,4,5,1,2,3,7,4,0,2,4,1,6,3,4,0,1,3,1
"signal21",0,6,5,1,0,1,5,23,0,1,1,5,0,9,2,0,1,3,4,8,0,4,1,9,1,0,4,3,4,5,3,4,3,8,2,0,8,0,1,1,9,3,0,1,2,7,3,2,0,1,2,18,0,9,1,0,3,4,2,2,6,0,3,0,0,1,0,1,1,2,2,3,1,7,2,3,1,1,7,6,0,9,1,0,0,0,0,4,12,2,3,0,0,8,0,9,0,0,1,0
"signal22",2,4,0,9,0,1,4,2,2,4,6,15,0,5,1,4,0,1,6,6,9,2,4,1,0,0,0,0,0,2,3,0,0,5,1,0,3,4,4,6,4,0,1,0,6,3,8,3,4,5,0,3,2,1,9,12,0,3,3,3,12,3,2,3,1,2,3,1,0,3,0,1,0,2,1,5,4,3,0,22,1,3,5,6,2,2,0,4,4,1,3,8,1,1,4,2,2,0,0,2
"signal23",7,24,0,1,1,3,0,9,1,4,0,4,4,1,5,4,2,2,16,0,12,5,0,2,0,1,2,0,3,4,0,16,5,8,3,9,0,4,6,0,2,1,1,1,2,4,2,0,4,3,1,2,3,3,8,7,1,4,3,2,12,2,0,2,1,1,5,1,1,1,1,1,2,2,3,8,1,1,11,6,3,4,0,2,2,5,1,3,3,1,3,8,1,3,2,5,2,2,1,4
"signal24",8,16,3,1,0,1,0,14,2,1,3,12,3,0,7,0,0,3,7,1,5,0,2,0,3,1,6,2,3,1,0,0,2,3,0,4,0,3,3,0,0,1,2,0,6,3,3,2,2,8,2,7,1,9,9,2,3,10,4,2,8,0,0,20,0,3,5,1,0,0,0,0,0,12,1,8,1,1,17,11,2,9,0,2,4,4,1,2,3,7,4,3,1,8,6,12,6,0,2,2
"signal25",3,7,1,2,1,2,1,3,5,1,4,8,0,1,0,2,0,5,6,2,6,0,2,3,0,1,0,3,7,4,1,8,0,15,1,4,7,1,0,3,0,3,1,1,5,3,1,0,1,11,0,4,1,13,1,12,1,3,3,0,6,2,4,3,0,5,2,5,0,1,4,1,1,2,1,0,5,6,10,5,1,3,5,2,5,10,1,0,1,8,20,1,0,14,1,1,1,4,0,0
"signal26",5,6,3,0,3,1,0,10,0,0,0,7,1,3,2,0,0,2,5,2,0,0,4,11,0,0,4,0,3,4,2,4,1,8,2,0,4,0,4,1,1,0,2,3,2,3,0,2,3,9,4,3,2,5,11,0,1,10,2,1,0,2,6,6,2,1,7,3,7,0,4,1,1,7,2,3,1,1,11,6,0,1,2,1,1,3,3,1,7,2,5,0,10,2,1,2,2,1,0,1
"signal27",6,4,2,9,2,1,0,0,0,1,11,2,0,0,1,2,3,1,2,1,3,1,1,8,0,3,1,2,0,2,3,16,2,4,5,0,12,0,2,3,4,3,1,1,2,1,0,3,1,0,1,5,0,2,7,18,3,2,6,0,4,0,4,10,1,1,2,2,1,3,4,2,0,9,1,19,1,3,5,14,5,6,0,7,0,0,4,4,14,8,1,9,5,4,4,1,0,0,6,3
"signal28",10,3,2,4,2,2,1,1,1,3,4,4,2,0,3,0,3,1,8,3,8,0,2,4,2,0,3,1,4,0,0,6,6,9,0,6,3,0,1,1,0,3,3,1,2,2,7,2,1,10,0,4,1,4,6,11,1,7,4,1,7,2,3,4,1,3,1,4,6,1,0,1,2,10,0,11,2,0,1,1,3,3,3,2,3,4,2,1,19,8,10,10,1,4,0,4,1,0,2,1
"signal29",6,6,4,6,3,1,5,3,2,5,3,0,1,0,4,0,2,7,5,6,7,1,0,11,0,6,2,0,1,5,1,4,3,2,2,1,4,7,4,2,0,0,2,2,2,0,1,1,1,7,0,5,3,4,14,6,2,11,8,1,1,1,9,2,3,2,1,1,6,0,3,2,0,17,4,2,4,0,0,1,0,3,0,0,0,6,2,5,0,11,0,9,0,6,3,2,1,1,2,3
"signal30",4,1,3,2,1,6,1,1,1,1,2,25,1,1,1,3,1,1,4,17,2,1,1,5,0,3,2,2,4,4,0,1,4,2,0,7,11,0,1,4,2,1,0,3,4,0,4,0,10,2,2,12,9,3,0,3,2,10,0,6,1,6,4,10,1,1,4,4,3,0,0,3,1,4,3,10,1,1,5,6,5,2,3,1,0,5,1,1,3,5,0,15,1,2,0,1,5,4,0,1
"signal31",3,10,6,1,1,3,3,0,1,1,3,6,0,3,1,6,2,2,0,7,7,3,2,11,1,1,2,0,0,0,1,6,2,5,0,3,11,5,0,1,2,0,2,0,4,2,3,6,1,15,4,1,2,5,0,11,3,25,4,1,1,6,2,1,3,1,0,3,6,2,0,1,3,0,2,4,1,5,12,7,3,18,1,3,0,8,1,2,0,1,10,9,0,1,0,11,3,4,2,6
"signal32",3,7,4,2,1,0,4,17,6,1,1,4,1,1,1,4,7,2,31,3,13,0,1,10,1,0,5,1,3,2,5,1,2,3,0,0,2,2,1,3,0,2,1,2,1,0,3,3,1,16,4,12,2,3,8,5,3,7,5,1,6,4,3,2,1,2,0,2,2,0,0,0,0,4,6,0,0,1,6,4,0,7,1,2,5,0,0,3,12,4,9,11,2,2,1,6,0,10,4,2
"signal33",29,3,0,1,0,1,6,5,3,0,5,4,5,0,0,1,9,2,4,6,5,0,4,7,4,3,1,0,4,2,1,16,0,5,1,5,7,1,2,0,3,1,1,0,1,2,2,4,0,12,0,0,0,2,4,7,3,15,1,0,21,1,1,4,6,0,0,0,1,0,4,0,0,0,0,6,0,0,2,7,2,3,2,4,3,0,4,1,5,1,3,5,2,5,1,13,4,3,5,0
"signal34",7,3,4,0,4,0,3,3,3,0,1,1,2,0,1,2,3,1,6,11,2,1,1,8,0,3,0,3,2,3,7,9,0,10,1,0,4,0,1,0,3,2,2,5,0,8,1,3,1,8,2,4,1,4,6,7,1,2,0,0,4,2,1,10,0,2,0,2,1,2,0,5,2,6,1,1,1,2,4,3,0,2,0,4,5,5,2,0,3,10,0,8,0,2,5,5,3,4,0,3
"signal35",2,10,0,5,2,3,3,3,0,0,2,3,1,0,0,5,0,2,10,10,1,0,2,3,3,2,0,2,0,1,1,7,2,9,1,1,2,2,0,0,2,0,0,0,3,0,7,3,0,4,3,3,2,2,5,0,0,8,0,1,14,5,0,16,1,2,1,0,1,3,1,0,2,5,2,10,2,2,3,2,2,11,2,4,2,1,8,0,9,9,4,0,2,7,7,3,0,1,2,1
"signal36",30,6,8,0,0,4,2,5,5,2,0,7,3,4,4,1,0,2,2,6,3,3,1,17,2,1,2,1,1,2,3,2,6,4,0,3,5,4,3,0,0,2,6,2,2,1,0,2,3,2,2,7,5,8,13,9,1,6,5,0,1,5,2,3,5,1,0,2,1,1,2,0,0,1,3,4,0,1,2,4,1,15,1,4,2,3,2,0,3,5,4,3,4,6,0,24,3,0,1,0
"signal37",7,1,1,0,3,0,1,5,4,3,0,14,0,0,5,1,3,1,0,15,9,1,1,1,4,0,2,1,1,2,2,6,0,2,3,3,21,1,0,5,3,0,0,3,4,0,2,3,0,2,1,8,0,5,3,5,3,4,7,5,8,1,1,3,1,3,1,2,0,2,2,1,0,4,1,6,0,1,1,24,3,12,2,3,3,1,4,0,4,10,0,7,1,3,1,14,1,0,4,1
"signal38",6,2,4,3,2,2,4,1,2,2,0,5,1,4,1,0,2,3,0,7,4,7,3,4,2,1,2,0,2,1,2,2,0,10,1,3,6,0,1,0,0,0,2,2,3,2,1,3,4,10,6,3,2,0,2,0,1,2,2,0,5,10,1,7,1,1,0,1,5,4,2,2,1,6,2,6,1,0,1,8,0,4,1,0,0,4,2,3,4,2,4,3,2,1,2,3,0,0,0,1
"signal39",5,10,0,3,3,1,1,10,3,3,3,1,1,3,2,0,1,2,4,10,1,3,2,6,1,3,1,1,0,3,1,6,5,3,1,4,9,4,1,1,0,0,3,4,0,7,7,3,3,1,0,1,0,2,2,2,1,1,0,0,7,2,2,6,2,0,1,1,4,8,3,1,1,3,2,9,1,0,2,4,2,2,0,1,9,1,0,4,30,8,11,3,0,0,2,4,2,0,0,3
"signal40",4,3,0,1,7,1,0,0,0,3,4,4,2,1,1,0,0,2,10,3,2,4,0,10,0,1,1,0,1,0,4,10,1,5,1,0,12,0,0,1,1,1,3,0,1,3,8,2,0,12,0,9,0,1,0,7,1,1,2,1,9,8,5,15,2,3,2,1,2,1,1,0,0,4,0,3,1,3,6,13,4,12,3,2,0,0,2,0,3,2,7,1,2,3,1,1,1,0,1,1
"signal41",8,0,12,0,2,1,1,6,2,0,3,4,1,1,4,3,5,1,9,10,8,4,1,3,2,3,4,2,1,1,1,5,2,12,1,3,1,4,0,1,0,6,2,1,1,0,1,0,1,20,2,1,5,2,3,3,6,0,1,0,8,0,5,15,1,0,0,2,1,2,2,1,1,7,1,8,2,4,5,1,6,5,4,3,1,4,4,2,3,5,5,4,3,5,1,4,3,7,3,0
"signal42",4,14,5,0,1,2,2,8,2,1,1,0,3,3,7,4,0,0,3,5,6,0,6,13,1,0,1,1,1,3,1,10,1,12,2,1,7,2,6,1,4,0,1,5,1,1,0,0,1,3,2,3,1,2,6,6,0,2,0,3,7,5,2,24,4,0,0,5,1,2,2,2,3,9,0,11,2,7,1,8,2,4,1,3,1,0,3,0,2,2,1,2,0,8,2,7,3,1,0,0
"signal43",0,2,0,0,5,2,2,17,2,2,7,5,1,2,2,3,2,2,7,4,10,9,0,5,4,3,2,0,1,2,0,9,1,5,3,3,4,0,1,2,1,0,2,1,0,8,1,0,14,9,0,4,8,3,9,5,3,3,3,3,0,4,5,1,1,3,0,0,1,0,3,5,4,4,3,6,3,0,10,7,2,4,2,0,6,2,2,2,5,16,2,3,1,2,3,1,0,6,2,4
"signal44",5,1,0,3,1,4,4,2,5,3,6,13,1,0,2,2,2,0,5,0,9,7,0,6,3,0,2,1,2,0,0,9,6,0,0,3,3,0,1,4,7,1,1,5,2,2,2,2,3,2,3,8,0,3,9,10,1,0,2,3,0,0,1,1,2,4,1,2,3,7,1,3,3,20,3,12,4,4,11,6,4,1,1,4,1,2,1,0,0,3,7,4,4,9,1,6,2,0,1,2
"signal45",7,16,6,1,4,2,1,1,9,0,2,8,0,1,0,3,6,0,4,7,4,2,0,12,2,4,2,2,1,2,3,3,0,11,2,0,14,3,0,1,5,2,5,1,4,2,0,0,1,12,0,3,6,1,3,12,3,1,2,2,16,1,2,5,1,2,0,0,0,1,1,4,5,13,2,2,2,3,10,18,2,8,1,1,2,2,5,5,7,5,8,18,1,6,3,5,2,1,4,2
"signal46",5,3,3,3,1,0,2,9,3,10,0,5,2,1,2,3,1,2,5,0,1,3,2,4,0,1,1,0,1,1,0,6,2,3,1,1,2,1,2,2,0,0,2,2,3,1,5,3,4,3,0,6,8,1,1,4,6,6,3,1,2,4,1,2,2,3,2,0,1,4,1,1,2,5,1,7,1,6,13,2,2,9,0,3,0,1,3,1,2,11,11,6,3,3,2,8,0,2,1,3
"signal47",3,15,1,0,0,1,2,3,2,0,4,12,2,1,1,1,0,5,4,12,1,2,5,2,3,1,2,4,3,0,0,4,1,2,0,3,1,3,0,2,3,0,4,4,0,2,2,0,0,12,2,1,1,5,3,10,2,12,1,0,12,1,1,4,2,2,0,0,4,0,0,0,3,1,4,3,6,5,11,10,5,2,0,1,1,0,2,2,1,0,1,3,2,6,1,0,1,2,3,2
"signal48",4,5,1,0,0,4,1,2,0,1,7,19,3,1,5,4,1,12,7,11,7,3,0,13,1,5,4,1,0,0,5,5,2,9,5,2,4,2,3,0,1,4,2,1,0,0,9,1,3,6,2,5,4,12,0,17,0,8,0,1,1,1,2,2,6,1,1,1,4,5,5,0,2,11,2,0,3,1,5,18,1,2,2,3,2,9,2,2,4,6,9,8,0,11,2,13,2,1,1,1
"signal49",13,11,3,2,0,2,7,4,3,1,5,1,0,5,3,1,0,0,8,12,2,0,2,2,0,0,2,5,2,0,0,2,0,11,0,1,0,6,5,4,4,0,3,1,1,3,0,0,3,4,5,2,1,12,8,2,1,3,0,3,3,1,3,2,0,1,2,0,2,0,0,2,2,2,1,12,3,5,3,16,0,0,1,0,2,1,1,3,8,0,7,2,2,7,1,6,4,1,1,3
"signal50",5,6,2,2,0,0,6,10,2,3,3,1,4,2,2,0,2,10,5,3,6,3,1,2,0,3,2,3,4,3,1,5,3,10,3,4,2,2,1,3,3,0,1,3,2,1,0,5,2,20,7,2,1,7,6,15,0,13,2,6,8,3,3,9,1,4,5,0,2,1,3,1,0,15,3,3,0,2,8,11,5,13,5,10,2,1,3,0,2,2,7,3,1,5,1,1,0,1,0,2
"signal51",0,0,0,6,1,2,0,1,6,2,0,1,2,2,0,1,1,1,1,0,0,1,2,0,2,1,2,3,2,2,6,0,1,0,0,0,1,6,0,2,4,3,1,2,2,2,0,2,4,1,5,1,6,0,0,0,3,0,0,1,0,0,0,2,2,2,2,1,1,2,1,5,0,0,1,1,3,3,0,0,0,0,4,3,0,0,1,2,0,1,1,0,0,0,3,0,1,4,0,3
"signal52",2,0,3,5,2,1,6,0,0,0,2,0,4,0,0,2,5,5,0,1,0,1,1,0,1,5,0,1,6,6,2,0,0,1,4,2,0,5,1,2,3,1,2,2,2,0,3,4,1,2,0,0,1,0,0,1,3,0,2,1,1,0,0,1,0,1,0,5,3,1,0,1,1,0,7,1,0,1,0,0,1,4,0,1,0,4,14,5,0,0,0,1,4,1,0,1,0,7,9,2
"signal53",0,1,1,0,6,1,0,0,0,0,1,2,0,0,2,0,3,9,1,0,0,3,0,0,3,2,5,2,3,1,2,0,1,1,2,1,1,2,3,2,4,0,0,2,3,2,0,1,4,1,1,0,0,0,2,0,0,2,2,3,0,0,1,0,1,2,0,0,4,2,0,0,1,1,3,0,3,7,0,0,1,0,7,1,0,5,0,1,0,1,0,4,1,2,1,1,1,3,2,0
"signal54",0,0,1,0,2,3,0,3,1,0,1,1,2,1,4,5,0,2,0,2,2,0,4,3,2,0,2,0,2,1,0,1,1,0,3,2,0,1,2,1,2,2,3,1,0,2,1,2,1,0,1,0,2,0,2,1,3,0,1,5,0,4,4,0,3,2,4,7,4,5,4,7,4,1,3,1,1,3,0,0,1,5,10,3,0,1,2,3,2,2,0,1,2,2,2,0,2,3,0,0
"signal55",0,1,0,2,0,0,0,0,2,3,0,7,6,1,2,2,6,8,0,0,0,2,0,0,1,2,2,1,1,0,1,1,3,0,7,7,0,2,3,0,0,4,1,5,6,0,1,2,2,0,3,1,2,5,1,1,4,0,0,2,1,0,4,1,0,4,2,4,1,6,1,1,5,0,7,0,6,3,2,0,3,3,5,0,3,5,1,0,0,1,0,0,2,0,0,0,6,3,1,2
"signal56",2,1,6,5,1,0,5,0,2,1,7,0,4,2,0,3,0,1,0,0,1,2,1,1,0,0,2,2,0,2,1,0,2,2,0,2,2,0,5,0,3,6,0,0,1,0,4,1,0,0,0,0,2,1,0,0,1,2,1,3,2,6,3,3,1,0,2,0,4,2,1,0,2,0,4,0,1,0,0,3,3,0,4,1,0,1,4,0,2,0,0,0,2,0,1,0,1,1,0,2
"signal57",0,1,0,3,0,0,0,0,2,2,5,1,1,1,1,6,2,1,3,0,0,1,0,1,1,2,0,5,1,0,0,0,1,1,1,0,1,0,3,4,5,0,1,1,1,0,1,0,3,1,2,3,2,1,0,0,1,0,1,0,0,0,1,1,4,0,3,2,1,1,2,1,0,0,3,1,0,5,1,2,3,0,0,0,6,5,0,0,1,0,3,0,1,0,0,0,0,1,0,1
"signal58",0,0,2,2,4,1,0,0,4,1,10,0,1,1,2,6,1,2,0,1,0,0,0,2,1,1,3,1,4,1,2,0,0,1,5,1,0,0,2,3,1,0,0,2,5,0,1,1,1,1,1,1,0,0,4,2,1,0,1,0,0,2,0,0,1,1,4,1,2,0,2,2,4,0,4,0,2,4,0,0,3,0,1,1,2,2,2,1,0,1,3,0,2,0,0,2,2,0,2,0
"signal59",0,0,1,1,6,0,0,3,1,6,10,3,3,1,2,5,0,1,0,2,0,2,5,2,10,2,1,0,2,1,1,0,2,0,0,2,0,3,2,0,6,2,0,7,2,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,2,4,1,2,2,0,9,0,5,1,0,1,2,1,0,4,0,0,1,2,0,4,0,1,0,3,0,0,3,0,0,2,1,2,0,1,0,4,1
"signal60",0,0,3,0,1,0,3,1,3,0,1,0,1,0,5,2,6,0,1,1,2,5,1,0,1,2,1,1,4,1,7,0,1,1,1,5,3,2,2,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,1,2,1,0,2,0,0,0,7,0,3,0,3,7,0,2,4,1,1,0,2,0,1,1,0,0,3,0,1,2,3,0,4,2,0,0,0,1,0,1,3,0,2,1,5,0
"signal61",1,0,1,3,1,5,3,1,3,0,4,0,5,1,1,0,0,0,0,1,0,1,2,0,1,2,4,8,1,2,4,0,0,3,2,5,1,1,2,1,4,0,4,4,5,0,2,0,1,0,0,1,5,0,0,0,2,0,2,1,1,2,2,0,1,4,0,3,3,2,4,7,1,1,3,2,5,1,0,2,0,1,2,2,2,4,0,2,0,4,1,0,6,0,0,0,2,1,0,0
"signal62",0,0,1,0,1,2,3,0,1,0,1,2,4,2,0,1,7,1,2,0,0,1,2,0,4,2,4,1,10,3,0,1,3,1,2,5,2,3,1,2,2,3,3,4,4,0,0,2,0,1,1,1,2,0,0,0,1,0,4,1,1,1,1,0,2,3,1,4,0,0,2,7,0,0,2,0,3,1,1,1,0,2,1,2,3,0,3,2,0,0,1,1,2,1,5,1,0,0,2,3
"signal63",0,0,2,4,2,1,4,1,2,1,2,0,3,3,0,1,0,0,2,0,1,5,3,0,4,2,0,2,0,1,1,2,1,0,4,0,0,3,4,1,1,3,0,3,2,2,0,2,3,1,5,0,1,0,1,0,2,0,0,5,1,0,5,1,1,0,1,0,3,5,8,0,0,0,4,0,2,2,0,0,0,2,6,3,2,1,1,3,0,4,0,3,4,0,1,0,5,1,0,1
