"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal11",0,5,0,1,0,7,6,1,9,14,3,6,3,0,3,17,11,6,9,8,7,1,22,4,6,0,11,0,14,5,10,7,4,5,5,2,1,2,17,0,4,2,0,0,2,10,2,9,2,12,7,10,0,5,2,11,2,9,0,19,18,1,4,5,6,3,0,12,2,10,1,15,1,3,2,3,5,2,9,6,7,3,3,3,1,4,18,1,1,2,1,1,1,2,5,1,6,9,3,0
"signal12",0,16,0,0,1,3,4,5,1,10,1,5,7,3,1,5,0,1,8,0,2,0,2,2,9,0,8,1,2,5,3,2,2,2,5,5,2,1,1,2,1,2,1,8,2,1,3,4,0,6,2,5,2,5,1,5,4,2,0,15,7,1,0,7,4,1,3,0,5,9,1,17,0,8,0,14,7,8,7,14,5,11,6,3,7,6,9,1,5,5,7,2,0,5,5,6,6,2,7,2
"signal13",3,21,3,6,1,1,4,1,3,6,2,2,6,2,2,2,3,5,7,13,2,0,6,10,9,2,18,2,2,3,1,5,0,14,4,7,0,7,24,1,0,11,3,1,0,3,0,9,2,6,1,3,4,5,1,4,1,7,2,5,7,0,8,4,16,4,2,4,7,1,5,5,4,0,3,6,5,1,5,10,3,2,12,4,13,1,6,7,5,2,11,4,1,0,0,4,0,1,2,1
"signal14",2,9,4,2,0,3,11,2,10,3,1,7,0,5,3,8,1,5,9,21,6,2,4,0,5,1,7,2,2,11,7,0,0,2,7,3,4,5,2,5,1,1,2,1,1,10,2,8,4,20,0,8,9,3,6,8,4,1,2,13,11,7,13,8,13,8,0,3,0,11,1,15,7,5,5,18,5,2,4,3,4,2,19,1,7,3,3,1,4,3,8,10,5,9,12,6,7,3,0,1
"signal15",3,1,1,1,0,15,1,1,1,4,3,2,1,0,0,10,4,8,6,7,12,0,5,5,4,10,5,7,2,2,22,6,4,13,13,8,2,12,7,3,1,7,3,3,4,2,0,7,1,4,6,3,0,13,5,9,2,8,4,1,4,1,1,6,1,1,1,11,5,1,9,7,0,17,6,1,4,8,6,18,5,8,0,2,1,2,9,3,16,2,1,14,3,9,9,5,8,1,8,1
"signal16",5,3,1,5,0,1,2,0,6,9,3,29,2,3,2,4,0,3,8,6,9,0,2,4,2,8,4,3,2,2,5,0,1,5,1,7,9,7,6,3,1,3,4,1,2,7,2,5,4,6,1,10,8,10,2,5,4,6,0,4,3,4,9,11,9,0,5,9,5,5,5,6,0,9,9,5,10,14,7,9,17,3,6,1,5,3,14,4,8,1,9,12,0,0,10,5,2,0,2,2
"signal17",1,2,0,2,0,5,0,2,7,1,3,7,0,3,0,2,0,0,2,5,7,4,5,4,4,0,1,1,0,0,2,9,0,1,1,1,5,14,1,1,3,6,5,3,2,1,3,2,1,9,2,0,6,0,1,12,0,4,2,6,5,2,0,15,3,3,5,2,0,6,3,5,5,0,14,0,7,5,4,1,7,1,0,0,9,11,11,1,9,8,0,8,1,1,11,5,2,2,7,0
"signal18",2,3,0,3,0,1,7,0,6,10,1,0,3,4,3,4,1,4,18,4,9,0,8,6,2,3,4,1,3,0,9,3,6,0,1,4,9,18,3,3,1,4,1,3,4,3,1,5,0,2,3,7,3,6,4,13,0,3,2,0,15,1,1,8,6,0,7,6,2,2,12,10,2,11,2,0,2,1,1,0,0,6,5,7,0,1,2,0,4,3,2,8,1,8,3,7,4,5,0,1
"signal19",3,4,0,1,3,4,5,1,5,6,0,2,2,2,4,6,2,1,3,3,2,8,9,6,5,5,1,0,2,0,5,10,0,3,5,7,8,3,4,1,0,1,5,4,1,22,1,3,3,6,5,1,2,2,5,16,5,6,1,3,7,0,12,3,1,0,0,4,0,4,10,11,2,1,6,15,10,2,12,1,3,2,5,1,9,4,0,0,3,2,4,4,0,4,4,5,2,2,2,5
"signal20",2,6,7,2,3,2,2,6,6,4,0,13,1,5,0,3,3,3,1,25,5,8,9,6,17,3,1,1,10,5,3,4,3,19,0,6,2,4,2,2,3,4,0,1,3,2,0,6,5,4,0,3,15,8,2,2,1,5,0,22,2,1,3,9,5,2,0,10,1,9,3,1,4,7,10,13,8,4,7,8,6,1,8,0,4,4,20,5,1,3,7,9,2,0,1,6,18,0,3,3
"signal21",0,14,0,0,1,8,5,0,14,4,0,12,0,1,3,5,3,5,3,2,2,0,2,0,10,12,2,1,0,0,8,0,3,3,3,4,2,2,4,0,9,1,1,4,0,6,4,14,4,6,2,6,9,6,8,1,0,0,0,0,0,2,6,0,4,2,1,4,1,10,11,2,1,11,8,4,10,2,2,11,2,7,10,3,5,0,3,2,1,9,12,0,0,5,7,12,8,2,0,1
"signal22",2,8,1,0,3,1,2,0,2,5,1,12,2,1,2,3,3,2,1,8,2,2,0,1,5,7,24,0,5,1,10,5,0,12,10,8,7,6,9,4,2,7,6,4,5,5,1,10,3,4,0,13,3,13,5,2,0,6,4,3,16,5,8,10,24,6,0,7,2,0,14,1,0,0,15,2,1,3,5,7,1,10,4,3,8,12,4,0,2,5,2,10,1,4,3,6,3,2,0,3
"signal23",3,2,1,4,3,9,10,0,6,7,5,2,3,1,0,3,2,1,7,4,1,3,11,2,3,2,4,1,9,3,16,6,1,0,3,0,14,4,5,3,5,8,0,7,0,3,3,7,0,5,0,6,0,6,5,16,1,2,1,1,1,1,1,10,0,3,3,2,0,4,4,0,6,10,10,1,4,6,7,4,9,9,2,3,10,12,7,0,9,13,0,9,2,4,4,14,0,0,1,0
"signal24",0,12,1,3,1,5,17,4,11,9,0,6,4,4,1,6,1,7,4,3,4,3,15,12,15,4,11,4,6,2,5,4,1,7,4,3,13,1,4,0,6,9,0,2,0,6,2,5,4,3,2,6,3,2,6,2,5,14,5,3,11,3,5,0,8,0,3,5,1,11,9,4,3,11,3,10,4,14,3,2,9,2,8,0,8,3,3,2,10,2,1,11,1,2,2,4,0,5,6,4
"signal25",1,5,1,5,2,15,3,3,6,12,0,9,0,6,0,1,3,20,1,2,14,1,1,5,10,1,2,1,6,3,1,9,1,3,10,0,0,2,7,1,3,7,0,0,2,5,0,0,0,9,3,7,3,9,4,6,2,15,1,4,8,2,2,4,2,4,1,4,0,6,9,6,3,4,6,10,9,11,8,3,1,5,5,0,7,1,0,2,14,3,1,0,0,9,5,6,7,0,3,0
"signal26",1,8,1,1,3,4,4,3,6,9,7,9,3,1,2,1,4,7,10,2,2,1,4,5,2,3,2,2,20,7,4,2,0,1,3,22,1,3,3,2,1,6,0,1,0,3,1,8,4,1,3,3,3,7,10,16,2,4,5,1,12,0,5,9,11,0,2,9,2,4,0,8,1,0,6,5,0,2,7,18,10,13,3,6,15,4,5,2,5,7,10,5,0,9,2,19,3,3,2,5
"signal27",6,6,2,1,1,6,5,4,10,14,3,1,3,2,0,0,1,5,4,8,18,7,3,3,12,9,4,2,2,3,3,7,1,8,3,8,2,5,4,2,0,8,1,4,0,1,3,17,1,4,6,0,13,5,7,1,2,1,1,7,8,0,7,3,0,2,3,9,2,6,7,18,0,0,2,7,10,0,4,3,4,6,11,1,7,9,4,2,5,2,1,6,4,11,5,2,3,0,1,2
"signal28",3,0,4,2,0,1,1,3,3,11,3,5,3,4,2,7,10,11,10,10,5,1,2,4,2,0,8,0,6,4,17,6,3,8,7,4,5,6,5,0,4,1,2,7,2,6,2,10,2,5,0,5,9,4,0,3,3,5,5,3,4,3,2,6,4,2,7,12,1,6,5,0,1,2,3,4,4,7,2,5,7,4,14,2,5,11,22,1,28,20,3,8,0,3,13,1,9,2,0,7
"signal29",4,2,4,0,0,1,1,2,2,3,0,16,6,2,2,4,1,6,4,17,1,0,2,17,1,15,2,2,8,3,3,7,0,1,2,9,6,7,11,4,0,1,4,1,0,19,0,10,1,3,4,2,3,6,11,1,4,2,10,2,6,4,4,5,16,0,1,4,4,2,15,8,6,11,10,5,3,10,10,10,14,7,8,1,2,12,3,1,3,5,0,15,1,2,1,1,15,1,3,1
"signal30",1,10,6,1,1,7,10,0,2,3,3,6,0,3,1,15,5,3,5,7,7,3,3,11,5,2,4,0,1,0,3,6,2,5,2,7,11,12,1,1,2,0,2,0,4,8,3,13,1,15,4,1,5,5,0,11,3,25,4,6,1,8,7,1,14,0,3,14,2,0,2,8,0,6,4,4,13,12,7,10,6,13,1,4,9,0,1,0,11,9,13,8,0,7,2,17,9,1,0,6
"signal31",0,9,1,1,1,9,19,12,0,5,1,13,0,1,4,1,0,10,3,9,6,5,1,8,3,3,2,1,9,2,1,6,1,5,3,0,7,7,2,6,0,0,2,3,7,10,4,4,3,12,5,5,1,2,5,4,0,9,1,3,5,0,4,8,4,0,0,2,2,18,14,5,1,21,13,5,3,30,9,11,6,2,6,2,2,28,4,0,7,4,0,8,1,4,2,3,1,1,7,1
"signal32",1,9,0,0,1,22,26,0,13,10,3,4,0,4,2,6,6,0,5,4,13,3,4,8,0,3,3,0,2,2,4,9,0,12,0,0,1,2,4,3,3,15,1,0,7,2,2,11,5,1,4,2,0,2,3,0,0,6,0,0,2,2,4,3,5,4,3,0,4,3,5,1,0,5,8,6,7,13,12,4,0,17,14,0,5,9,1,1,1,10,0,5,0,2,5,1,6,0,1,2
"signal33",3,2,2,5,0,2,3,3,1,9,0,9,2,3,7,9,0,10,4,0,4,0,3,0,8,7,5,5,2,8,5,10,6,8,5,4,2,4,6,2,1,2,0,0,1,5,1,10,0,6,0,5,4,6,0,12,1,9,1,2,5,2,4,3,0,0,0,10,5,12,8,0,1,10,0,8,1,2,11,5,8,10,2,3,2,10,3,5,5,8,9,3,0,0,4,3,4,0,0,5
"signal34",0,7,4,3,1,4,3,0,9,7,2,8,2,1,0,3,2,6,4,13,10,7,13,6,6,3,2,2,2,0,3,1,0,2,7,0,15,6,6,2,1,1,2,0,1,0,0,8,0,25,0,9,2,0,1,3,3,5,0,7,5,2,10,6,5,0,1,7,4,5,12,6,1,18,9,2,10,1,1,7,18,30,6,8,0,1,13,1,12,6,1,7,3,11,11,6,1,2,0,2
"signal35",1,9,1,5,4,2,4,2,9,2,6,4,0,3,2,13,1,5,3,6,13,2,6,5,0,8,5,2,7,2,12,8,4,7,8,6,12,1,1,5,2,3,5,1,0,7,1,5,2,0,0,1,7,4,1,4,1,4,1,15,2,4,8,10,8,0,1,5,1,3,10,6,0,9,3,9,2,2,0,7,1,4,1,3,2,3,5,4,8,0,14,0,0,15,15,3,0,7,3,1
"signal36",1,1,4,0,2,5,8,2,15,11,0,2,3,3,9,9,1,17,7,8,1,2,9,3,2,5,8,0,5,1,5,10,9,1,7,4,3,3,2,3,1,6,0,2,2,4,0,4,1,6,0,4,1,24,7,12,2,9,3,4,9,0,4,10,0,2,1,3,1,14,5,1,4,4,6,2,11,2,10,10,2,11,8,1,3,4,17,1,10,3,3,7,0,18,3,8,13,1,0,2
"signal37",1,5,1,0,3,3,7,3,1,5,0,1,0,2,2,7,2,4,9,13,0,1,0,3,0,2,2,1,6,2,0,2,1,5,1,5,23,13,4,2,4,11,2,2,1,6,2,6,1,1,0,8,1,4,6,2,0,12,0,2,8,1,11,3,3,1,1,2,1,3,6,1,2,3,2,2,2,3,5,10,0,7,9,2,3,19,7,0,10,7,8,24,2,1,5,6,1,2,0,2
"signal38",5,2,2,0,1,9,17,0,10,3,1,11,1,4,1,17,1,1,12,3,12,4,9,2,10,10,19,0,13,3,1,0,0,1,2,2,2,2,1,0,0,7,2,2,3,9,1,1,4,5,8,8,13,7,11,9,1,2,0,4,4,1,1,5,24,2,0,10,11,10,5,3,0,0,5,4,7,1,0,8,4,3,0,1,14,3,0,0,0,8,12,0,1,3,1,1,5,3,4,1
"signal39",1,7,3,2,4,4,2,2,5,1,5,12,2,5,4,3,2,2,2,6,2,5,12,0,6,12,2,2,1,0,1,7,1,2,4,5,5,4,1,0,1,1,3,2,0,3,6,6,1,9,2,2,3,3,3,3,1,9,1,13,9,4,7,2,7,1,0,5,0,3,2,7,0,6,3,3,1,4,0,5,4,8,0,12,3,6,3,1,6,5,2,8,1,3,4,12,3,0,1,4
"signal40",2,10,1,1,2,9,11,2,4,5,1,5,2,5,1,7,0,11,4,18,4,6,16,12,4,2,2,1,5,2,3,11,0,4,2,8,2,15,4,0,0,0,0,2,0,2,0,1,2,5,1,4,7,4,8,5,4,5,0,15,3,9,9,6,12,2,1,1,2,4,11,5,2,3,0,11,2,4,14,11,2,3,17,0,5,5,8,3,17,7,2,0,1,5,6,1,13,5,1,1
"signal41",3,2,2,1,3,2,17,4,2,7,2,3,5,2,0,8,5,2,2,2,2,1,3,4,3,3,2,2,6,0,2,1,3,7,13,5,8,0,7,2,5,6,3,3,3,11,3,4,0,14,4,0,0,4,13,8,4,4,7,4,9,0,11,6,21,2,5,4,2,4,7,4,0,10,1,8,5,7,8,4,1,1,0,1,2,1,10,2,5,17,6,4,7,5,2,6,4,3,2,2
"signal42",2,4,3,6,4,9,2,2,2,3,3,9,1,4,0,7,3,4,11,7,4,0,2,6,3,0,8,3,33,1,2,13,2,12,1,5,5,3,8,3,0,9,5,0,1,7,0,1,1,0,3,14,3,0,7,2,0,10,1,6,3,8,6,2,14,2,2,4,1,16,2,3,1,2,8,1,0,20,31,3,2,8,10,0,12,13,4,2,4,11,2,8,0,0,5,12,5,0,0,1
"signal43",5,11,1,5,4,8,6,0,9,6,0,5,0,4,7,2,2,13,9,15,0,0,7,3,2,4,9,7,5,1,14,20,2,5,3,6,2,8,8,0,1,9,3,0,0,8,3,0,0,1,0,6,10,4,5,9,7,3,3,10,20,3,12,8,12,5,1,5,3,6,1,8,0,4,3,6,4,3,21,11,9,5,6,2,2,2,8,1,1,8,1,3,7,10,12,6,25,0,5,3
"signal44",0,4,2,0,2,8,2,1,2,11,0,6,4,0,0,1,4,3,1,8,8,2,11,9,6,5,11,2,1,5,3,2,1,12,6,11,2,8,5,0,0,5,6,0,1,16,1,3,5,10,7,3,8,6,1,1,4,1,0,4,4,0,7,3,9,5,1,3,7,2,19,0,4,5,8,4,3,5,5,14,1,0,4,6,6,11,6,1,11,1,9,5,3,5,9,5,7,2,0,4
"signal45",1,2,3,0,1,12,8,2,3,4,0,3,7,3,3,1,1,3,9,6,6,1,1,2,5,0,2,1,1,1,10,7,0,12,7,1,7,4,1,0,2,8,1,5,3,25,5,22,5,5,2,5,3,4,3,1,2,6,4,6,8,2,3,5,10,1,1,7,2,4,7,5,6,13,2,5,9,3,11,7,1,4,4,1,2,11,11,2,7,3,6,8,0,5,3,10,9,6,1,0
"signal46",0,2,2,1,2,1,10,3,5,0,2,12,3,1,1,12,0,5,13,2,9,1,4,10,9,3,0,1,3,0,1,8,0,9,1,5,12,12,5,0,3,6,1,1,1,4,3,5,0,1,1,8,1,3,6,4,0,6,1,1,2,3,12,3,2,5,1,3,2,7,5,2,0,11,3,5,1,6,1,9,3,16,5,2,4,0,1,1,5,6,3,0,1,4,10,1,1,0,0,0
"signal47",4,6,1,0,1,17,2,2,10,8,1,10,4,1,12,7,5,7,11,0,3,2,3,4,10,6,5,5,3,2,16,1,0,8,2,4,9,6,5,0,0,22,1,3,0,3,0,5,4,12,0,17,3,8,1,4,0,4,2,2,15,0,1,10,15,2,2,11,2,0,12,2,2,4,3,1,8,6,19,8,5,4,6,4,8,0,11,2,13,4,4,3,1,13,11,6,5,0,2,7
"signal48",1,10,3,5,0,0,13,3,3,1,0,8,3,1,0,2,3,2,1,6,3,2,0,5,6,4,5,1,16,1,6,1,0,2,1,11,2,2,0,6,5,14,1,1,5,3,1,9,0,1,6,4,15,2,1,11,1,12,0,1,6,0,7,3,2,3,0,1,1,6,0,7,7,1,5,5,5,5,2,10,8,0,7,0,6,7,2,2,9,5,4,12,2,8,11,6,5,2,2,1
"signal49",0,1,0,2,3,1,10,2,5,1,2,25,1,0,2,3,3,6,4,5,6,3,11,7,13,2,9,4,2,2,5,8,3,0,4,7,6,4,1,5,2,20,7,0,1,7,2,15,0,13,2,13,8,12,0,3,0,4,1,16,8,7,4,8,14,0,3,3,0,15,8,3,0,6,8,11,13,3,5,4,5,5,3,6,5,9,6,0,12,4,6,25,0,2,4,3,5,5,3,1
"signal50",1,5,1,0,0,4,1,2,2,2,0,15,1,2,0,9,6,7,0,8,5,2,2,4,3,6,10,3,2,0,3,7,2,15,2,6,3,0,0,4,6,1,2,4,3,4,2,6,2,0,2,14,3,18,17,2,4,4,1,2,8,1,3,1,1,5,2,6,2,4,4,7,5,7,8,2,14,2,3,0,4,3,4,0,7,21,0,0,4,2,2,6,1,0,3,5,2,1,3,4
"signal51",0,0,2,3,0,0,2,0,1,2,1,1,5,2,1,2,0,0,0,0,0,4,0,0,1,2,2,1,1,1,0,0,0,0,3,0,0,2,2,2,0,0,2,4,2,0,5,0,2,1,1,1,0,1,0,1,4,0,4,0,0,1,0,0,1,3,1,1,1,1,0,0,3,0,0,0,2,1,0,0,0,0,0,7,1,0,0,0,0,0,4,0,1,0,2,6,2,1,0,1
"signal52",2,2,2,0,1,0,2,9,0,0,2,0,0,6,1,0,1,0,0,0,2,0,0,0,0,1,3,3,0,1,1,0,0,2,1,2,0,1,0,2,1,0,3,2,1,1,2,1,2,2,0,0,1,1,0,0,1,2,2,0,0,0,0,2,0,0,5,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,1,3,1,0,0,0,3,1,0,2,0,0,0,2,1
"signal53",8,0,5,1,3,0,0,2,0,0,1,0,0,2,3,0,6,0,0,0,1,2,0,2,1,0,1,1,2,4,0,2,8,1,0,1,0,1,0,0,2,0,1,3,2,0,1,0,1,0,2,1,0,0,1,0,2,0,0,0,0,2,0,2,1,3,1,0,5,0,2,1,0,1,1,1,3,2,1,2,3,1,1,3,1,0,2,1,0,0,5,4,3,0,0,1,1,3,5,2
"signal54",4,1,4,2,2,1,1,0,0,0,5,0,2,0,0,0,1,1,1,0,7,6,1,0,1,2,4,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,7,7,0,2,1,0,0,4,0,2,2,0,0,2,1,1,1,1,2,5,1,1,4,1,0,2,1,0,2,2,0,1,1,2,0,2,1,0,3,0,7,0,2,1,4,0,1,3,3,0,1,2,0,0,1,2,1
"signal55",0,1,3,0,1,2,1,1,0,2,3,2,5,1,0,2,0,1,0,3,0,4,1,0,0,0,0,2,0,4,1,0,3,0,0,1,1,0,1,1,1,0,4,0,2,2,0,3,0,1,6,0,0,0,0,2,1,0,0,0,0,2,1,0,0,1,4,0,3,2,2,1,5,0,0,1,0,2,0,0,0,1,0,4,0,0,0,0,3,1,0,1,1,0,0,1,0,3,1,0
"signal56",0,0,1,1,1,0,0,0,0,0,5,0,3,0,0,0,1,1,1,2,1,1,0,0,3,0,0,7,0,1,0,0,3,1,1,0,2,0,0,0,1,0,3,1,0,1,0,2,4,2,0,0,0,0,0,0,0,1,2,0,3,2,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,3,1,0,2,3,2,1,0,0,0,3,3,0,0,2,1,7
"signal57",0,0,1,0,1,0,0,0,0,0,0,1,2,4,1,0,1,2,0,4,0,1,0,1,3,0,1,1,1,1,0,0,4,0,0,1,0,2,0,2,0,0,2,5,1,0,0,0,3,0,0,0,0,2,0,0,1,0,4,0,1,0,0,4,2,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,4,0,0,2,2,0,1,0,0,1,0,1,1,0,1,3,5
"signal58",1,0,1,0,5,1,0,2,0,0,0,0,1,6,0,0,7,0,3,4,3,3,0,0,2,0,0,0,2,2,0,2,4,5,1,0,0,0,0,1,0,1,1,0,2,0,3,0,0,2,2,0,3,1,0,1,2,1,4,0,0,1,0,0,0,1,0,0,0,0,0,2,3,0,0,0,4,0,1,0,0,0,2,1,0,1,0,0,1,0,0,2,0,0,0,1,0,1,6,1
"signal59",1,1,2,2,1,0,0,4,0,0,1,1,0,1,0,1,4,1,0,0,0,1,0,2,1,2,0,3,1,5,2,0,1,0,1,0,0,2,0,7,0,0,2,1,5,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,4,1,1,0,1,3,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,2,0,2,0,1
"signal60",3,0,2,3,2,1,0,5,0,1,1,0,3,1,5,1,2,1,0,1,0,5,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,0,0,4,1,0,5,2,5,1,1,0,1,1,0,2,2,2,0,1,0,0,0,0,1,5,0,0,0,2,1,1,1,1,1,1,0,0,2,0,1,1,0,1,4,0,1,3,2,2,0,1,2,0,1,0,2,1,1,0,0,2,8,2
"signal61",0,2,0,0,3,1,1,0,0,0,1,0,0,1,2,1,0,0,0,1,2,4,0,0,0,2,0,4,0,0,0,0,1,1,0,1,0,4,1,0,2,1,2,2,5,2,3,0,2,0,3,2,2,2,0,0,2,0,3,0,1,2,0,0,0,1,0,2,1,1,1,0,0,1,2,0,1,0,0,1,3,0,0,2,0,1,0,4,1,0,2,1,2,2,0,0,1,1,1,3
"signal62",3,0,2,5,3,0,0,2,1,0,1,0,4,2,1,2,4,1,0,0,0,3,1,0,0,0,0,4,0,3,3,1,2,2,0,0,1,0,0,1,6,0,0,4,0,0,3,2,1,1,3,0,1,1,1,0,2,2,3,2,0,1,0,1,0,2,1,0,5,1,0,2,4,0,0,0,0,1,2,3,0,0,0,4,0,0,1,1,0,0,2,3,3,0,0,0,2,1,9,0
"signal63",6,1,2,1,0,3,0,0,0,0,1,3,1,1,4,0,6,0,0,0,0,2,1,1,1,1,2,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,2,1,0,0,0,0,2,0,6,5,1,2,0,2,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,3,0,0,0,7,0,1
