"","Loc1","Loc2","Loc3","Loc4","Loc5","Loc6","Loc7","Loc8","Loc9","Loc10","Loc11","Loc12","Loc13","Loc14","Loc15","Loc16","Loc17","Loc18","Loc19","Loc20","Loc21","Loc22","Loc23","Loc24","Loc25","Loc26","Loc27","Loc28","Loc29","Loc30","Loc31","Loc32","Loc33","Loc34","Loc35","Loc36","Loc37","Loc38","Loc39","Loc40","Loc41","Loc42","Loc43","Loc44","Loc45","Loc46","Loc47","Loc48","Loc49","Loc50","Loc51","Loc52","Loc53","Loc54","Loc55","Loc56","Loc57","Loc58","Loc59","Loc60","Loc61","Loc62","Loc63","Loc64","Loc65","Loc66","Loc67","Loc68","Loc69","Loc70","Loc71","Loc72","Loc73","Loc74","Loc75","Loc76","Loc77","Loc78","Loc79","Loc80","Loc81","Loc82","Loc83","Loc84","Loc85","Loc86","Loc87","Loc88","Loc89","Loc90","Loc91","Loc92","Loc93","Loc94","Loc95","Loc96","Loc97","Loc98","Loc99","Loc100"
"signal11",4,4,2,0,1,0,7,6,2,9,5,6,6,8,0,3,17,25,13,1,16,2,5,4,2,1,3,4,6,0,4,4,2,14,12,8,3,1,5,0,2,3,5,3,0,9,0,1,1,4,3,2,1,5,3,6,11,0,1,0,11,6,9,0,19,18,1,1,1,6,8,2,4,4,7,13,1,3,0,2,2,5,0,3,6,7,1,1,9,1,4,18,4,1,0,1,1,1,2,2
"signal12",1,6,9,3,0,0,16,2,4,4,0,4,16,7,3,3,14,7,6,4,5,2,1,8,0,0,1,2,2,3,1,5,1,3,1,11,6,6,2,1,2,3,0,1,8,8,0,8,4,2,2,7,1,2,5,1,5,10,0,0,15,7,4,0,7,4,1,3,0,12,9,1,8,2,3,0,6,1,11,9,4,5,4,2,9,7,2,3,2,5,5,7,2,1,2,5,6,2,5,7
"signal13",5,8,9,0,6,1,1,4,4,3,2,4,2,15,5,1,12,9,4,16,2,4,6,10,9,1,18,7,2,3,0,5,0,14,4,7,0,7,10,3,3,7,2,2,2,10,1,11,12,4,2,7,3,12,12,9,4,1,2,5,4,10,17,8,9,6,0,7,0,5,5,10,0,3,6,5,0,3,10,3,0,12,4,5,6,8,1,5,10,2,3,11,2,0,0,4,0,1,6,1
"signal14",6,9,4,2,0,1,11,4,10,3,1,7,1,14,3,3,3,5,9,21,6,6,4,0,5,0,7,6,2,11,3,0,2,2,7,3,4,5,1,5,1,1,2,1,1,10,2,8,13,9,2,2,2,4,1,8,9,3,3,3,10,1,7,13,11,16,5,2,6,20,7,0,6,9,2,10,6,3,3,2,6,1,0,1,7,5,8,0,2,4,3,4,2,19,1,7,3,1,2,1
"signal15",3,8,4,5,3,4,5,2,11,16,0,6,1,6,3,0,0,10,9,8,6,7,12,0,5,1,4,10,5,7,0,5,22,6,11,13,13,8,0,6,2,1,0,0,3,1,3,11,2,1,2,3,1,15,7,0,13,5,4,2,8,9,1,4,6,2,3,1,1,7,11,1,3,4,1,4,6,1,1,4,2,2,0,3,5,1,4,0,7,3,1,2,9,9,5,3,2,5,3,1
"signal16",11,9,1,3,1,8,6,10,3,6,5,0,1,2,0,2,9,7,29,5,10,7,4,2,3,2,6,9,2,1,1,2,8,4,8,2,5,5,0,1,2,1,3,3,3,6,3,4,3,11,1,6,3,6,5,10,6,3,3,4,10,2,5,9,6,1,1,1,4,9,11,9,0,16,2,14,1,2,1,9,3,5,3,0,2,1,3,0,1,8,18,4,2,8,4,17,3,2,2,2
"signal17",3,14,4,3,0,3,12,0,0,10,2,2,1,6,2,1,2,0,5,1,5,0,5,7,1,3,7,0,8,0,1,4,0,2,5,7,9,5,2,1,0,1,1,0,0,2,2,13,2,5,0,2,7,14,1,3,7,6,5,3,5,1,12,7,1,1,0,2,3,2,8,2,0,6,5,4,2,3,5,4,0,15,0,3,16,4,0,5,3,5,12,0,14,0,1,4,2,0,9,4
"signal18",1,0,0,4,5,5,4,9,8,0,2,5,1,11,3,1,6,20,4,6,3,1,11,4,7,2,1,6,10,1,0,9,12,5,12,4,4,18,1,3,2,0,3,1,0,5,3,3,2,9,1,15,0,3,4,9,18,3,3,1,4,4,8,8,3,3,2,0,1,9,5,11,1,13,1,3,2,0,15,3,0,8,2,0,15,6,2,1,12,10,6,11,2,0,0,1,1,0,0,2
"signal19",5,20,0,0,0,0,4,3,2,8,1,8,3,7,2,5,2,3,9,4,3,5,6,4,5,1,5,6,1,1,2,6,14,2,2,1,2,10,2,3,4,0,3,0,2,0,8,5,1,5,1,1,0,2,2,5,10,2,1,1,7,8,3,4,4,2,0,5,4,4,22,7,0,6,19,6,1,3,5,16,5,6,1,1,7,2,5,1,1,0,1,4,1,4,4,11,9,4,2,6
"signal20",1,17,2,0,2,0,5,3,9,4,0,1,3,2,1,1,0,4,4,5,2,6,5,11,6,2,20,2,2,2,0,0,13,4,8,4,7,11,1,0,0,8,1,0,12,12,2,6,1,2,4,15,5,6,19,0,6,2,1,1,6,6,4,0,1,11,1,0,3,7,0,2,1,9,5,1,0,3,1,1,4,9,1,1,4,8,0,4,4,9,3,1,9,7,4,13,8,1,7,2
"signal21",6,1,3,0,1,1,20,12,1,3,2,17,2,4,0,1,18,0,9,1,0,8,4,5,8,1,3,8,5,0,5,6,4,13,3,4,2,7,2,0,4,2,0,0,0,0,4,12,2,3,0,1,3,0,9,3,3,4,0,0,4,1,24,5,3,9,0,2,4,14,15,1,5,5,12,4,1,2,6,9,2,8,0,0,0,2,0,0,5,6,0,4,5,3,0,3,10,4,18,1
"signal22",10,2,1,3,8,3,10,5,0,3,2,1,9,12,0,0,5,7,12,8,7,3,4,5,8,1,3,6,1,1,0,2,5,5,12,4,2,8,1,3,1,1,4,1,2,0,0,5,7,24,0,5,1,10,5,1,12,10,4,3,6,9,12,1,5,11,5,2,1,10,5,4,0,13,3,13,2,0,3,6,4,3,7,2,9,7,3,1,0,12,0,6,11,2,0,4,3,2,0,0
"signal23",8,0,0,1,0,4,3,2,8,3,2,7,2,4,3,2,12,4,0,2,5,2,10,6,4,1,6,3,5,0,3,8,2,4,11,6,9,10,0,2,2,13,1,3,1,1,0,8,3,3,2,5,2,4,3,9,8,16,3,1,0,3,0,14,4,5,3,5,3,1,15,1,0,6,7,1,3,0,6,0,3,5,6,2,10,3,0,4,7,0,14,3,9,9,0,2,8,3,1,0
"signal24",10,10,0,2,2,1,3,5,9,2,3,10,12,7,0,2,2,1,4,6,0,7,12,7,0,1,5,0,4,6,0,9,2,17,11,9,5,8,1,0,5,1,1,2,1,3,1,8,15,12,6,3,2,6,3,7,5,4,1,2,4,3,13,1,4,2,6,4,0,7,1,6,2,5,11,3,2,2,3,2,2,2,5,4,7,5,0,3,2,8,9,4,8,11,1,10,4,5,0,1
"signal25",9,2,3,0,3,1,3,4,10,2,1,11,4,2,1,1,0,15,9,2,9,0,8,5,10,1,5,3,10,2,5,27,15,1,8,8,20,1,0,6,1,13,4,2,1,2,2,5,6,8,0,9,1,3,10,0,0,2,2,1,10,7,1,0,6,5,0,0,0,9,11,3,0,12,6,6,6,6,3,4,1,12,1,2,4,1,2,3,6,9,3,12,5,9,2,3,1,1,5,0
"signal26",7,1,0,2,6,3,5,3,18,7,0,10,1,3,4,1,5,10,4,4,11,6,2,1,5,1,3,6,8,1,3,2,5,0,27,3,2,1,0,0,1,4,2,9,2,4,0,0,1,3,11,2,0,1,4,6,7,3,1,0,3,3,8,9,1,11,2,0,2,10,16,4,1,10,1,12,0,2,9,11,0,8,3,2,4,0,3,1,0,6,5,0,2,7,7,1,2,6,19,2
"signal27",4,2,4,5,0,4,2,7,9,6,1,3,0,4,0,0,3,6,4,9,6,5,3,6,0,4,10,14,8,0,3,5,4,11,1,8,12,18,7,1,1,12,4,1,2,2,3,3,7,3,3,3,3,2,5,4,7,2,3,1,13,6,1,6,17,4,0,6,0,13,5,7,0,6,1,3,3,3,1,7,1,0,2,3,9,7,2,2,18,0,0,2,7,10,0,4,3,1,6,3
"signal28",1,7,4,1,2,2,2,1,6,11,5,5,2,3,0,1,5,10,0,11,9,4,3,3,1,1,3,11,7,2,3,13,9,1,3,1,8,22,3,3,5,3,0,1,1,0,2,4,6,6,4,17,2,7,8,7,4,5,2,2,0,10,1,5,16,5,2,2,3,2,5,2,3,9,4,0,0,3,5,12,1,4,3,1,6,4,2,7,12,3,6,5,0,3,0,3,4,1,7,0
"signal29",5,7,2,6,4,3,14,11,4,3,0,4,12,2,0,0,2,17,10,2,10,1,0,1,1,2,2,3,2,6,2,30,11,0,9,0,6,8,0,1,1,8,3,1,0,7,2,4,17,1,0,2,6,7,25,3,4,2,3,1,2,4,17,2,3,17,0,3,2,7,11,12,0,7,5,5,0,2,4,10,1,3,4,1,3,6,4,0,11,2,20,12,0,0,4,2,16,3,12,0
"signal30",7,5,1,2,6,3,2,9,5,6,2,4,14,7,3,1,2,12,3,2,3,5,0,15,2,1,1,1,15,1,3,3,3,10,12,5,3,7,3,0,1,3,3,3,0,6,1,15,14,4,3,9,4,0,9,2,5,13,1,2,1,2,10,7,2,15,5,3,0,14,2,10,3,13,7,0,2,3,13,6,6,4,0,0,5,5,0,5,6,25,11,2,9,0,0,13,5,0,6,1
"signal31",1,9,6,2,0,1,8,0,6,4,1,13,12,7,3,7,0,0,2,24,9,5,0,1,10,2,7,2,2,1,3,13,8,0,7,2,17,9,1,0,6,1,4,1,1,2,4,19,22,1,1,2,3,4,8,4,10,4,0,5,3,9,6,12,1,8,1,0,0,2,9,4,0,6,4,5,1,0,7,7,1,16,4,5,7,3,3,2,9,7,11,2,6,13,3,1,11,3,0,5
"signal32",18,14,2,1,9,5,0,0,7,12,2,9,11,6,0,1,6,2,28,4,1,7,4,0,8,1,4,2,3,0,1,19,13,2,7,22,26,2,4,2,4,8,1,0,4,5,1,16,3,5,1,13,3,4,8,0,3,3,0,1,5,4,9,1,12,0,0,0,1,4,7,7,5,1,3,6,7,0,5,11,5,1,4,0,0,2,1,0,3,6,3,0,2,7,2,3,5,4,6,0
"signal33",9,3,1,0,0,1,8,6,7,13,4,7,17,5,3,9,8,3,1,4,1,3,7,2,6,5,2,2,3,3,0,9,0,9,6,9,16,10,3,1,3,0,1,1,3,0,3,7,5,15,1,18,4,4,14,8,13,2,0,2,7,3,2,0,3,4,2,1,4,1,6,0,2,4,6,0,5,2,6,3,0,2,2,1,3,0,0,0,10,12,12,8,0,3,3,9,8,0,2,5
"signal34",5,8,4,0,3,0,10,3,9,5,3,9,3,1,0,2,3,4,0,0,14,11,2,8,1,2,5,10,1,2,0,7,5,8,6,4,1,3,2,3,2,13,4,7,2,1,1,4,10,3,0,6,0,1,3,1,2,2,3,0,15,6,6,5,5,1,2,0,1,0,1,8,0,25,1,9,0,0,1,3,3,5,0,2,5,6,3,3,3,7,1,8,6,9,4,2,2,2,11,4
"signal35",6,21,0,0,2,9,6,30,6,21,0,1,13,3,5,2,1,7,9,11,11,6,1,6,2,2,3,9,4,5,4,2,4,4,9,2,14,4,0,3,2,13,1,1,0,6,6,6,6,5,0,8,2,8,4,12,8,13,4,1,6,12,1,1,16,0,1,5,1,0,7,2,1,6,0,2,0,3,4,1,1,2,1,1,15,2,4,2,10,8,1,3,5,4,1,10,6,0,9,1
"signal36",9,2,1,0,3,0,4,1,6,2,1,5,8,8,0,3,6,3,13,24,7,3,18,5,8,8,4,8,6,5,3,1,2,12,3,1,0,12,0,3,0,1,0,1,2,6,0,8,2,5,1,11,2,19,0,3,8,13,1,2,12,8,0,1,6,8,0,2,3,3,2,5,2,2,5,3,2,3,4,18,0,12,1,0,2,7,1,2,0,5,3,4,1,4,1,6,1,1,1,9
"signal37",8,10,0,1,3,1,9,1,4,10,0,7,3,3,1,4,9,9,14,9,8,2,11,2,10,5,2,11,8,1,1,4,17,2,10,3,3,7,0,7,3,4,2,1,2,2,2,5,5,2,0,10,1,7,6,1,5,0,0,0,5,6,7,5,4,9,4,3,0,3,0,2,1,4,6,9,3,2,2,5,0,5,10,1,7,4,1,0,4,10,11,5,8,4,2,5,6,1,1,0
"signal38",8,1,1,1,0,0,12,0,2,8,1,11,3,3,1,1,2,4,3,6,1,4,3,2,2,0,3,5,10,0,3,9,5,3,19,7,2,10,2,3,0,5,3,2,3,8,0,0,8,3,2,13,5,3,2,8,7,7,3,3,4,11,2,8,4,17,1,0,5,3,12,12,0,5,8,29,0,1,9,12,0,1,0,0,2,2,1,0,3,2,7,7,5,6,2,1,4,1,9,8
"signal39",8,13,2,4,4,1,2,2,4,4,1,1,5,24,2,0,10,30,8,11,3,2,0,5,4,2,1,0,8,1,0,0,2,14,3,0,0,0,3,4,0,10,1,0,1,3,3,10,3,2,4,1,3,7,10,4,2,5,1,0,11,12,6,15,3,0,0,1,1,5,5,2,1,9,22,7,0,4,5,12,1,4,0,1,4,9,8,5,15,7,7,6,2,9,2,2,3,1,3,1
"signal40",4,9,1,4,2,4,7,2,7,6,0,6,6,2,2,2,3,3,1,4,0,5,4,8,0,12,3,6,3,1,3,5,2,8,4,3,4,12,1,0,1,10,2,4,1,3,2,9,11,8,1,5,1,5,8,12,3,7,0,4,0,4,2,16,9,3,1,0,1,0,5,20,2,1,11,2,1,1,11,0,1,2,2,2,2,4,0,0,0,0,0,8,6,0,2,1,4,2,2,1
"signal41",7,4,1,4,1,0,6,3,7,10,0,6,12,6,0,2,4,11,5,6,3,0,11,2,4,7,11,2,3,2,2,8,5,3,5,0,8,9,7,4,0,0,1,2,2,1,6,13,3,1,1,5,1,8,4,10,5,12,2,1,7,4,15,10,11,1,1,5,1,2,2,2,1,3,4,3,1,1,6,6,0,2,0,3,7,13,1,2,24,8,1,3,14,8,0,0,4,5,8,4
"signal42",4,17,3,2,6,3,30,5,4,7,1,8,8,4,2,4,2,2,10,1,8,5,7,8,4,0,1,0,2,0,0,10,3,5,17,6,4,21,3,0,1,11,3,2,2,7,1,10,22,4,2,12,4,6,0,4,6,2,4,1,5,9,7,4,0,2,2,1,0,8,10,3,0,8,6,2,2,5,5,5,1,19,6,0,5,5,1,3,9,4,9,15,5,3,3,0,1,1,0,3
"signal43",14,3,0,2,1,0,10,7,5,4,2,2,14,7,2,2,5,16,2,3,4,2,8,1,0,6,6,31,3,0,4,10,2,12,13,4,6,4,4,0,3,1,0,1,5,5,0,2,3,12,3,16,0,3,8,4,9,4,2,2,15,2,6,9,1,6,1,2,0,2,9,15,0,0,7,3,0,1,9,16,1,9,5,2,9,6,2,0,8,8,0,3,9,10,1,0,8,3,0,0
"signal44",1,1,2,4,1,2,9,16,3,8,3,20,7,12,4,4,11,6,11,1,7,1,4,3,6,1,3,21,11,3,1,6,7,7,5,1,5,1,2,2,0,12,2,0,2,3,4,4,4,1,9,1,2,8,2,5,2,11,0,2,11,2,1,1,12,3,4,2,2,3,6,7,1,1,11,9,0,3,6,1,1,4,2,4,5,8,3,3,9,11,3,4,7,2,2,6,4,1,4,1
"signal45",3,1,1,4,1,2,3,16,4,3,5,10,18,16,1,2,5,3,6,2,2,3,3,4,12,5,0,2,6,2,2,4,3,16,7,19,0,9,2,4,1,3,2,2,5,12,3,5,8,18,1,6,3,5,7,9,5,8,3,3,5,7,7,0,10,3,0,3,0,5,12,8,2,3,4,0,1,7,6,11,5,6,0,1,6,4,0,1,5,0,2,4,1,6,2,3,6,1,2,1
"signal46",5,6,0,0,2,2,8,3,11,11,2,0,3,2,2,8,1,1,4,15,3,3,1,6,6,4,6,8,5,0,1,10,1,4,7,5,4,7,1,6,5,2,2,4,0,11,2,1,4,4,1,2,4,11,9,7,3,6,1,0,2,8,6,3,10,17,1,0,4,9,3,6,0,10,12,8,1,2,7,3,2,13,1,3,3,4,4,3,3,0,4,3,2,1,3,1,9,0,5,3
"signal47",0,9,4,0,2,2,2,0,12,5,0,4,5,3,4,2,12,3,2,12,5,3,4,7,5,0,3,11,3,1,0,6,1,9,3,16,5,8,1,0,1,5,2,1,0,5,2,10,1,1,0,1,0,10,6,2,0,3,7,7,21,2,10,9,4,31,0,5,1,3,3,12,3,3,4,10,2,2,12,7,3,2,1,2,4,5,3,0,4,9,6,5,2,3,9,3,10,0,3,0
"signal48",5,11,5,1,5,2,12,4,1,4,0,4,4,2,6,1,5,4,10,15,5,7,11,4,0,3,3,5,18,1,0,8,8,6,19,8,5,4,1,4,3,0,5,2,5,4,1,3,6,13,4,6,2,0,5,15,4,10,3,5,1,0,13,9,3,1,0,3,3,2,0,2,3,2,1,6,0,2,0,5,2,4,2,1,16,3,2,0,0,2,1,11,2,2,0,15,16,0,6,4
"signal49",1,7,1,1,3,0,1,7,4,15,0,1,11,5,4,0,9,1,7,8,4,10,14,2,16,2,5,0,5,2,2,5,2,10,8,0,7,2,2,3,1,6,4,1,1,12,2,8,11,6,1,5,6,10,8,10,14,10,3,0,1,4,6,0,9,7,2,3,1,2,4,5,2,8,11,7,4,2,4,7,0,6,0,2,8,10,1,1,4,3,21,4,4,12,2,20,15,0,3,2
"signal50",6,15,0,6,2,6,8,12,0,3,0,4,4,16,3,7,4,8,14,1,9,3,1,15,8,1,1,6,8,3,0,6,3,4,5,1,1,16,2,3,2,10,5,2,2,25,0,2,4,3,1,13,0,3,8,5,4,1,0,1,1,7,3,10,7,6,0,1,1,6,10,9,0,1,3,7,2,6,2,6,1,0,0,4,16,4,5,1,4,13,11,10,1,11,4,17,2,4,4,1
"signal51",0,1,1,1,0,0,2,1,0,1,1,0,1,0,5,0,0,0,1,1,1,0,0,0,0,4,1,0,0,1,2,0,1,1,0,0,0,0,0,1,4,0,3,5,1,1,5,1,0,2,0,0,0,0,0,1,0,0,2,5,2,0,1,0,0,0,0,1,5,0,0,2,6,0,0,0,2,4,1,0,5,0,2,3,0,1,2,2,0,1,1,0,2,0,2,0,0,0,1,3
"signal52",0,1,1,2,0,0,1,0,0,0,5,1,0,0,1,1,0,3,1,0,0,0,0,0,4,0,0,0,2,14,5,0,0,0,1,2,1,0,1,0,7,3,2,1,2,0,0,3,0,0,1,0,0,0,2,0,0,0,0,3,3,1,0,0,1,0,0,3,2,2,0,1,1,1,0,0,3,2,0,1,2,1,2,4,0,0,2,3,0,0,0,2,1,0,0,0,0,5,0,0
"signal53",2,0,3,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,3,0,0,0,0,7,0,0,2,0,1,0,1,0,4,0,2,0,3,1,3,0,0,2,1,0,0,0,1,0,6,0,0,0,1,0,0,2,5,0,1,0,2,2,0,2,8,2,0,1,0,1,1,0,1,0,1,3,1,0,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,4,1,3
"signal54",0,0,5,1,4,4,0,1,1,1,7,2,1,2,7,4,1,1,1,0,2,0,0,0,5,10,1,0,0,2,3,2,2,0,1,1,2,1,2,2,3,0,0,0,5,0,2,0,0,0,1,1,3,0,7,2,1,0,2,6,4,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,1,7,2,0,2,1,0,0,1,0,5,6,0,0,1,1,0,1,2,1,5,2,1,4
"signal55",0,0,2,2,0,4,1,0,1,1,4,0,2,1,1,5,0,3,0,2,1,2,0,1,3,5,0,1,2,1,0,0,1,0,0,1,0,0,1,6,3,0,2,3,3,2,5,0,0,2,0,1,1,3,0,2,1,0,3,0,0,0,0,1,1,0,3,0,0,1,1,0,2,0,0,0,4,0,0,2,0,3,0,3,3,0,0,1,0,2,0,0,0,0,1,1,1,1,0,1
"signal56",2,0,3,6,6,3,3,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,3,1,0,4,0,0,0,4,0,2,0,0,0,0,0,0,1,1,1,0,2,1,5,0,3,0,0,0,1,1,2,2,1,0,0,0,6,2,0,3,0,0,0,0,3,1,2,0,2,0,0,0,0,0,3,1,0,1,0,2,4,5,0,0,1,1,0,0,0,1,1,0,7,0,1,2,0,1
"signal57",0,0,0,1,0,1,1,1,0,1,2,0,0,0,1,0,0,1,1,0,2,1,2,1,0,0,0,3,3,0,0,1,0,3,0,0,0,0,1,0,1,0,1,2,0,1,2,1,1,0,1,2,1,4,0,0,0,1,6,1,1,0,1,0,0,0,4,1,1,1,0,2,1,1,0,0,2,5,0,0,0,0,3,1,0,0,2,5,0,0,0,0,1,0,3,0,0,10,2,1
"signal58",0,0,0,1,2,0,0,0,0,1,1,0,0,0,2,4,0,2,0,0,2,0,0,1,0,1,0,0,1,2,1,0,1,3,0,0,0,0,5,2,0,1,0,0,0,0,1,2,0,0,7,0,6,4,3,1,0,0,5,0,0,0,2,0,0,2,4,10,2,0,0,0,1,0,0,1,1,0,1,0,3,0,0,6,1,0,7,2,0,1,1,1,2,0,1,0,0,0,0,1
"signal59",0,0,0,2,2,4,1,0,0,0,9,0,1,0,0,1,2,0,0,1,0,0,1,0,0,4,0,0,0,3,0,0,3,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,4,1,0,0,0,0,0,2,2,6,0,1,1,2,2,0,1,1,2,0,0,2,1,2,0,0,2,1,2,3,2,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,2,2,1
"signal60",0,0,0,0,0,7,0,1,0,1,7,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,4,2,0,0,0,1,0,1,1,2,2,1,2,0,1,1,0,3,0,2,1,2,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,0,2,1,0,0,5,2,2,1,1,0,1,4,0,2,4,5,0,1,0,0,0,0,2,2,0,1,0,2
"signal61",0,1,1,2,2,2,0,0,2,0,3,1,0,1,7,1,1,1,2,2,0,0,2,0,1,2,1,1,1,0,2,0,4,1,0,2,0,0,3,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,2,0,0,1,7,0,2,0,0,0,0,1,4,2,1,0,4,3,0,1,1,2,2,2,2,3,0,2,2,1,2,4,4,0,0,1,0,1,0,2,0,0,1,0,1
"signal62",0,2,1,2,1,1,0,1,2,0,4,0,0,1,7,0,0,1,0,1,0,1,1,0,2,1,1,2,0,3,2,0,0,1,1,0,1,2,3,0,0,1,3,1,1,0,4,0,0,2,4,1,1,0,0,1,1,0,1,0,0,2,0,1,3,1,2,4,2,0,1,0,1,0,2,0,0,4,0,0,3,2,1,1,1,0,3,2,1,0,0,2,1,2,0,0,0,3,0,2
"signal63",0,0,5,3,0,5,1,0,0,0,0,1,2,3,0,0,0,1,0,0,1,0,0,0,2,6,1,0,0,1,3,0,4,0,3,1,0,0,0,5,1,0,1,0,1,3,1,0,1,0,6,0,0,0,0,0,1,1,4,2,2,1,1,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0,1,2,0,0,5,1,0,0,0,0,1,0,12,2,1,4,0,2
